"famID","parent","plantID","plantID3","longID","barcode","loc","year","rep","row","col","self","merge_col"
"WGN07","C",18,35,"WGN07C18",18,"STP",2018,1,7,29,NA,"WGN07C18_STP_2018_1"
"WGN07","C",18,35,"WGN07C18",1303,"STP",2018,2,60,11,NA,"WGN07C18_STP_2018_2"
"WGN07","D",18,36,"WGN07D18",83,"STP",2018,1,2,22,NA,"WGN07D18_STP_2018_1"
"WGN07","D",18,36,"WGN07D18",1368,"STP",2018,2,56,40,NA,"WGN07D18_STP_2018_2"
"WGN07","C",19,37,"WGN07C19",19,"STP",2018,1,15,34,NA,"WGN07C19_STP_2018_1"
"WGN07","C",19,37,"WGN07C19",1304,"STP",2018,2,37,22,NA,"WGN07C19_STP_2018_2"
"WGN07","D",19,38,"WGN07D19",84,"STP",2018,1,31,40,NA,"WGN07D19_STP_2018_1"
"WGN07","D",19,38,"WGN07D19",1369,"STP",2018,2,52,19,NA,"WGN07D19_STP_2018_2"
"WGN07","C",20,39,"WGN07C20",20,"STP",2018,1,24,4,NA,"WGN07C20_STP_2018_1"
"WGN07","C",20,39,"WGN07C20",1305,"STP",2018,2,62,18,NA,"WGN07C20_STP_2018_2"
"WGN07","D",20,40,"WGN07D20",85,"STP",2018,1,20,5,NA,"WGN07D20_STP_2018_1"
"WGN07","D",20,40,"WGN07D20",1370,"STP",2018,2,49,39,NA,"WGN07D20_STP_2018_2"
"WGN07","C",21,41,"WGN07C21",21,"STP",2018,1,4,3,NA,"WGN07C21_STP_2018_1"
"WGN07","C",21,41,"WGN07C21",1306,"STP",2018,2,45,41,NA,"WGN07C21_STP_2018_2"
"WGN07","D",21,42,"WGN07D21",86,"STP",2018,1,14,30,NA,"WGN07D21_STP_2018_1"
"WGN07","D",21,42,"WGN07D21",1371,"STP",2018,2,60,23,NA,"WGN07D21_STP_2018_2"
"WGN07","C",22,43,"WGN07C22",22,"STP",2018,1,20,24,"self","WGN07C22_STP_2018_1"
"WGN07","C",NA,43,NA,NA,"STP",2018,2,NA,NA,NA,"NA_STP_2018_2"
"WGN07","D",22,44,"WGN07D22",87,"STP",2018,1,30,18,NA,"WGN07D22_STP_2018_1"
"WGN07","D",22,44,"WGN07D22",1372,"STP",2018,2,58,12,NA,"WGN07D22_STP_2018_2"
"WGN07","C",23,45,"WGN07C23",23,"STP",2018,1,10,40,"self","WGN07C23_STP_2018_1"
"WGN07","C",23,45,"WGN07C23",1308,"STP",2018,2,53,13,"self","WGN07C23_STP_2018_2"
"WGN07","D",23,46,"WGN07D23",88,"STP",2018,1,23,13,NA,"WGN07D23_STP_2018_1"
"WGN07","D",23,46,"WGN07D23",1373,"STP",2018,2,33,16,NA,"WGN07D23_STP_2018_2"
"WGN07","C",24,47,"WGN07C24",24,"STP",2018,1,27,22,NA,"WGN07C24_STP_2018_1"
"WGN07","C",24,47,"WGN07C24",1309,"STP",2018,2,62,12,NA,"WGN07C24_STP_2018_2"
"WGN07","D",24,48,"WGN07D24",89,"STP",2018,1,13,30,NA,"WGN07D24_STP_2018_1"
"WGN07","D",24,48,"WGN07D24",1374,"STP",2018,2,50,34,NA,"WGN07D24_STP_2018_2"
"WGN07","C",25,49,"WGN07C25",25,"STP",2018,1,31,2,NA,"WGN07C25_STP_2018_1"
"WGN07","C",25,49,"WGN07C25",1310,"STP",2018,2,56,20,NA,"WGN07C25_STP_2018_2"
"WGN07","D",25,50,"WGN07D25",90,"STP",2018,1,29,14,NA,"WGN07D25_STP_2018_1"
"WGN07","D",25,50,"WGN07D25",1375,"STP",2018,2,62,23,NA,"WGN07D25_STP_2018_2"
"WGN07","C",26,51,"WGN07C26",26,"STP",2018,1,32,5,NA,"WGN07C26_STP_2018_1"
"WGN07","C",26,51,"WGN07C26",1311,"STP",2018,2,45,36,NA,"WGN07C26_STP_2018_2"
"WGN07","D",26,52,"WGN07D26",91,"STP",2018,1,25,10,NA,"WGN07D26_STP_2018_1"
"WGN07","D",26,52,"WGN07D26",1376,"STP",2018,2,58,32,NA,"WGN07D26_STP_2018_2"
"WGN07","C",27,53,"WGN07C27",27,"STP",2018,1,13,19,NA,"WGN07C27_STP_2018_1"
"WGN07","C",27,53,"WGN07C27",1312,"STP",2018,2,35,35,NA,"WGN07C27_STP_2018_2"
"WGN07","D",NA,54,NA,NA,"STP",2018,1,NA,NA,NA,"NA_STP_2018_1"
"WGN07","D",27,54,"WGN07D27",1377,"STP",2018,2,39,6,NA,"WGN07D27_STP_2018_2"
"WGN07","C",28,55,"WGN07C28",28,"STP",2018,1,31,29,NA,"WGN07C28_STP_2018_1"
"WGN07","C",28,55,"WGN07C28",1313,"STP",2018,2,50,31,NA,"WGN07C28_STP_2018_2"
"WGN07","D",28,56,"WGN07D28",93,"STP",2018,1,19,24,NA,"WGN07D28_STP_2018_1"
"WGN07","D",28,56,"WGN07D28",1378,"STP",2018,2,45,23,NA,"WGN07D28_STP_2018_2"
"WGN07","C",29,57,"WGN07C29",29,"STP",2018,1,15,1,NA,"WGN07C29_STP_2018_1"
"WGN07","C",29,57,"WGN07C29",1314,"STP",2018,2,50,19,NA,"WGN07C29_STP_2018_2"
"WGN07","D",29,58,"WGN07D29",94,"STP",2018,1,22,20,NA,"WGN07D29_STP_2018_1"
"WGN07","D",29,58,"WGN07D29",1379,"STP",2018,2,39,12,NA,"WGN07D29_STP_2018_2"
"WGN07","C",30,59,"WGN07C30",30,"STP",2018,1,29,31,NA,"WGN07C30_STP_2018_1"
"WGN07","C",30,59,"WGN07C30",1315,"STP",2018,2,56,12,NA,"WGN07C30_STP_2018_2"
"WGN07","D",30,60,"WGN07D30",95,"STP",2018,1,5,26,NA,"WGN07D30_STP_2018_1"
"WGN07","D",30,60,"WGN07D30",1380,"STP",2018,2,62,36,NA,"WGN07D30_STP_2018_2"
"WGN07","C",31,61,"WGN07C31",31,"STP",2018,1,3,12,NA,"WGN07C31_STP_2018_1"
"WGN07","C",31,61,"WGN07C31",1316,"STP",2018,2,39,34,NA,"WGN07C31_STP_2018_2"
"WGN07","D",31,62,"WGN07D31",96,"STP",2018,1,27,35,NA,"WGN07D31_STP_2018_1"
"WGN07","D",31,62,"WGN07D31",1381,"STP",2018,2,51,27,NA,"WGN07D31_STP_2018_2"
"WGN07","C",32,63,"WGN07C32",32,"STP",2018,1,28,30,NA,"WGN07C32_STP_2018_1"
"WGN07","C",32,63,"WGN07C32",1317,"STP",2018,2,54,2,NA,"WGN07C32_STP_2018_2"
"WGN07","D",32,64,"WGN07D32",97,"STP",2018,1,6,21,NA,"WGN07D32_STP_2018_1"
"WGN07","D",32,64,"WGN07D32",1382,"STP",2018,2,57,35,NA,"WGN07D32_STP_2018_2"
"WGN07","C",33,65,"WGN07C33",33,"STP",2018,1,28,18,"self","WGN07C33_STP_2018_1"
"WGN07","C",33,65,"WGN07C33",1318,"STP",2018,2,41,42,"self","WGN07C33_STP_2018_2"
"WGN07","C",33,66,"WGN07D33",98,"STP",2018,1,24,19,NA,"WGN07D33_STP_2018_1"
"WGN07","C",33,66,"WGN07D33",1383,"STP",2018,2,35,3,NA,"WGN07D33_STP_2018_2"
"WGN07","D",34,67,"WGN07C34",34,"STP",2018,1,11,19,NA,"WGN07C34_STP_2018_1"
"WGN07","D",34,67,"WGN07C34",1319,"STP",2018,2,34,7,NA,"WGN07C34_STP_2018_2"
"WGN07","C",34,68,"WGN07D34",99,"STP",2018,1,1,25,NA,"WGN07D34_STP_2018_1"
"WGN07","C",34,68,"WGN07D34",1384,"STP",2018,2,42,31,NA,"WGN07D34_STP_2018_2"
"WGN07","D",35,69,"WGN07C35",35,"STP",2018,1,29,1,NA,"WGN07C35_STP_2018_1"
"WGN07","D",35,69,"WGN07C35",1320,"STP",2018,2,57,3,NA,"WGN07C35_STP_2018_2"
"WGN07","C",35,70,"WGN07D35",100,"STP",2018,1,16,18,"self","WGN07D35_STP_2018_1"
"WGN07","C",35,70,"WGN07D35",1385,"STP",2018,2,54,21,"self","WGN07D35_STP_2018_2"
"WGN07","D",36,71,"WGN07C36",36,"STP",2018,1,3,19,NA,"WGN07C36_STP_2018_1"
"WGN07","D",36,71,"WGN07C36",1321,"STP",2018,2,52,22,NA,"WGN07C36_STP_2018_2"
"WGN07","C",36,72,"WGN07D36",101,"STP",2018,1,32,7,NA,"WGN07D36_STP_2018_1"
"WGN07","C",36,72,"WGN07D36",1386,"STP",2018,2,34,13,NA,"WGN07D36_STP_2018_2"
"WGN07","D",37,73,"WGN07C37",37,"STP",2018,1,19,30,NA,"WGN07C37_STP_2018_1"
"WGN07","D",37,73,"WGN07C37",1322,"STP",2018,2,64,35,NA,"WGN07C37_STP_2018_2"
"WGN07","C",37,74,"WGN07D37",102,"STP",2018,1,25,20,NA,"WGN07D37_STP_2018_1"
"WGN07","C",37,74,"WGN07D37",1387,"STP",2018,2,44,7,NA,"WGN07D37_STP_2018_2"
"WGN07","D",38,75,"WGN07C38",38,"STP",2018,1,3,27,NA,"WGN07C38_STP_2018_1"
"WGN07","D",38,75,"WGN07C38",1323,"STP",2018,2,33,41,NA,"WGN07C38_STP_2018_2"
"WGN07","C",38,76,"WGN07D38",103,"STP",2018,1,31,31,NA,"WGN07D38_STP_2018_1"
"WGN07","C",38,76,"WGN07D38",1388,"STP",2018,2,51,36,NA,"WGN07D38_STP_2018_2"
"WGN07","D",39,77,"WGN07C39",39,"STP",2018,1,13,16,NA,"WGN07C39_STP_2018_1"
"WGN07","D",39,77,"WGN07C39",1324,"STP",2018,2,55,8,NA,"WGN07C39_STP_2018_2"
"WGN07","C",39,78,"WGN07D39",104,"STP",2018,1,32,16,NA,"WGN07D39_STP_2018_1"
"WGN07","C",39,78,"WGN07D39",1389,"STP",2018,2,33,26,NA,"WGN07D39_STP_2018_2"
"WGN07","D",40,79,"WGN07C40",40,"STP",2018,1,28,13,NA,"WGN07C40_STP_2018_1"
"WGN07","D",40,79,"WGN07C40",1325,"STP",2018,2,44,18,NA,"WGN07C40_STP_2018_2"
"WGN07","C",40,80,"WGN07D40",105,"STP",2018,1,29,12,NA,"WGN07D40_STP_2018_1"
"WGN07","C",40,80,"WGN07D40",1390,"STP",2018,2,53,36,NA,"WGN07D40_STP_2018_2"
"WGN07","D",41,81,"WGN07C41",41,"STP",2018,1,30,32,NA,"WGN07C41_STP_2018_1"
"WGN07","D",41,81,"WGN07C41",1326,"STP",2018,2,61,38,NA,"WGN07C41_STP_2018_2"
"WGN07","C",41,82,"WGN07D41",106,"STP",2018,1,20,23,NA,"WGN07D41_STP_2018_1"
"WGN07","C",41,82,"WGN07D41",1391,"STP",2018,2,52,14,NA,"WGN07D41_STP_2018_2"
"WGN07","D",42,83,"WGN07C42",42,"STP",2018,1,19,17,NA,"WGN07C42_STP_2018_1"
"WGN07","D",42,83,"WGN07C42",1327,"STP",2018,2,61,33,NA,"WGN07C42_STP_2018_2"
"WGN07","C",42,84,"WGN07D42",107,"STP",2018,1,11,41,NA,"WGN07D42_STP_2018_1"
"WGN07","C",42,84,"WGN07D42",1392,"STP",2018,2,40,24,NA,"WGN07D42_STP_2018_2"
"WGN07","D",43,85,"WGN07C43",43,"STP",2018,1,30,3,NA,"WGN07C43_STP_2018_1"
"WGN07","D",43,85,"WGN07C43",1328,"STP",2018,2,52,26,NA,"WGN07C43_STP_2018_2"
"WGN07","C",43,86,"WGN07D43",108,"STP",2018,1,13,40,NA,"WGN07D43_STP_2018_1"
"WGN07","C",43,86,"WGN07D43",1393,"STP",2018,2,46,1,NA,"WGN07D43_STP_2018_2"
"WGN07","D",44,87,"WGN07C44",44,"STP",2018,1,23,29,NA,"WGN07C44_STP_2018_1"
"WGN07","D",44,87,"WGN07C44",1329,"STP",2018,2,36,19,NA,"WGN07C44_STP_2018_2"
"WGN07","C",44,88,"WGN07D44",109,"STP",2018,1,30,28,NA,"WGN07D44_STP_2018_1"
"WGN07","C",44,88,"WGN07D44",1394,"STP",2018,2,59,17,NA,"WGN07D44_STP_2018_2"
"WGN07","D",45,89,"WGN07C45",45,"STP",2018,1,23,21,NA,"WGN07C45_STP_2018_1"
"WGN07","D",45,89,"WGN07C45",1330,"STP",2018,2,36,17,NA,"WGN07C45_STP_2018_2"
"WGN07","C",45,90,"WGN07D45",110,"STP",2018,1,3,40,NA,"WGN07D45_STP_2018_1"
"WGN07","C",45,90,"WGN07D45",1395,"STP",2018,2,59,1,NA,"WGN07D45_STP_2018_2"
"WGN07","D",46,91,"WGN07C46",46,"STP",2018,1,2,11,NA,"WGN07C46_STP_2018_1"
"WGN07","D",46,91,"WGN07C46",1331,"STP",2018,2,51,24,NA,"WGN07C46_STP_2018_2"
"WGN07","C",46,92,"WGN07D46",111,"STP",2018,1,14,22,NA,"WGN07D46_STP_2018_1"
"WGN07","C",46,92,"WGN07D46",1396,"STP",2018,2,45,11,NA,"WGN07D46_STP_2018_2"
"WGN07","D",47,93,"WGN07C47",47,"STP",2018,1,8,9,NA,"WGN07C47_STP_2018_1"
"WGN07","D",47,93,"WGN07C47",1332,"STP",2018,2,49,22,NA,"WGN07C47_STP_2018_2"
"WGN07","C",47,94,"WGN07D47",112,"STP",2018,1,23,39,NA,"WGN07D47_STP_2018_1"
"WGN07","C",47,94,"WGN07D47",1397,"STP",2018,2,47,19,NA,"WGN07D47_STP_2018_2"
"WGN07","D",48,95,"WGN07C48",48,"STP",2018,1,9,1,NA,"WGN07C48_STP_2018_1"
"WGN07","D",48,95,"WGN07C48",1333,"STP",2018,2,42,19,NA,"WGN07C48_STP_2018_2"
"WGN07","C",48,96,"WGN07D48",113,"STP",2018,1,9,41,NA,"WGN07D48_STP_2018_1"
"WGN07","C",48,96,"WGN07D48",1398,"STP",2018,2,40,20,NA,"WGN07D48_STP_2018_2"
"WGN07","D",49,97,"WGN07C49",49,"STP",2018,1,14,34,NA,"WGN07C49_STP_2018_1"
"WGN07","D",49,97,"WGN07C49",1334,"STP",2018,2,40,32,NA,"WGN07C49_STP_2018_2"
"WGN07","C",49,98,"WGN07D49",114,"STP",2018,1,2,19,NA,"WGN07D49_STP_2018_1"
"WGN07","C",49,98,"WGN07D49",1399,"STP",2018,2,48,13,NA,"WGN07D49_STP_2018_2"
"WGN07","D",50,99,"WGN07C50",50,"STP",2018,1,14,35,NA,"WGN07C50_STP_2018_1"
"WGN07","D",50,99,"WGN07C50",1335,"STP",2018,2,49,24,NA,"WGN07C50_STP_2018_2"
"WGN07","C",50,100,"WGN07D50",115,"STP",2018,1,12,12,NA,"WGN07D50_STP_2018_1"
"WGN07","C",50,100,"WGN07D50",1400,"STP",2018,2,60,40,NA,"WGN07D50_STP_2018_2"
"WGN07","D",51,101,"WGN07C51",51,"STP",2018,1,14,24,NA,"WGN07C51_STP_2018_1"
"WGN07","D",51,101,"WGN07C51",1336,"STP",2018,2,44,32,NA,"WGN07C51_STP_2018_2"
"WGN07","C",51,102,"WGN07D51",116,"STP",2018,1,8,4,NA,"WGN07D51_STP_2018_1"
"WGN07","C",51,102,"WGN07D51",1401,"STP",2018,2,43,1,NA,"WGN07D51_STP_2018_2"
"WGN07","D",52,103,"WGN07C52",52,"STP",2018,1,19,36,NA,"WGN07C52_STP_2018_1"
"WGN07","D",52,103,"WGN07C52",1337,"STP",2018,2,44,21,NA,"WGN07C52_STP_2018_2"
"WGN07","C",52,104,"WGN07D52",117,"STP",2018,1,10,30,NA,"WGN07D52_STP_2018_1"
"WGN07","C",52,104,"WGN07D52",1402,"STP",2018,2,37,20,NA,"WGN07D52_STP_2018_2"
"WGN07","D",53,105,"WGN07C53",53,"STP",2018,1,9,24,NA,"WGN07C53_STP_2018_1"
"WGN07","D",53,105,"WGN07C53",1338,"STP",2018,2,46,13,NA,"WGN07C53_STP_2018_2"
"WGN07","C",53,106,"WGN07D53",118,"STP",2018,1,16,24,NA,"WGN07D53_STP_2018_1"
"WGN07","C",53,106,"WGN07D53",1403,"STP",2018,2,44,35,NA,"WGN07D53_STP_2018_2"
"WGN07","D",54,107,"WGN07C54",54,"STP",2018,1,22,32,NA,"WGN07C54_STP_2018_1"
"WGN07","D",54,107,"WGN07C54",1339,"STP",2018,2,59,22,NA,"WGN07C54_STP_2018_2"
"WGN07","C",54,108,"WGN07D54",119,"STP",2018,1,4,29,NA,"WGN07D54_STP_2018_1"
"WGN07","C",54,108,"WGN07D54",1404,"STP",2018,2,64,17,NA,"WGN07D54_STP_2018_2"
"WGN07","D",55,109,"WGN07C55",55,"STP",2018,1,5,25,NA,"WGN07C55_STP_2018_1"
"WGN07","D",55,109,"WGN07C55",1340,"STP",2018,2,48,9,NA,"WGN07C55_STP_2018_2"
"WGN07","C",55,110,"WGN07D55",120,"STP",2018,1,26,30,NA,"WGN07D55_STP_2018_1"
"WGN07","C",55,110,"WGN07D55",1405,"STP",2018,2,54,31,NA,"WGN07D55_STP_2018_2"
"WGN07","D",56,111,"WGN07C56",56,"STP",2018,1,6,24,NA,"WGN07C56_STP_2018_1"
"WGN07","D",56,111,"WGN07C56",1341,"STP",2018,2,38,16,NA,"WGN07C56_STP_2018_2"
"WGN07","C",56,112,"WGN07D56",121,"STP",2018,1,8,31,NA,"WGN07D56_STP_2018_1"
"WGN07","C",56,112,"WGN07D56",1406,"STP",2018,2,41,40,NA,"WGN07D56_STP_2018_2"
"WGN07","D",57,113,"WGN07C57",57,"STP",2018,1,1,42,NA,"WGN07C57_STP_2018_1"
"WGN07","D",57,113,"WGN07C57",1342,"STP",2018,2,53,41,NA,"WGN07C57_STP_2018_2"
"WGN07","C",57,114,"WGN07D57",122,"STP",2018,1,19,28,NA,"WGN07D57_STP_2018_1"
"WGN07","C",57,114,"WGN07D57",1407,"STP",2018,2,53,20,NA,"WGN07D57_STP_2018_2"
"WGN07","D",58,115,"WGN07C58",58,"STP",2018,1,5,24,NA,"WGN07C58_STP_2018_1"
"WGN07","D",58,115,"WGN07C58",1343,"STP",2018,2,58,6,NA,"WGN07C58_STP_2018_2"
"WGN07","C",58,116,"WGN07D58",123,"STP",2018,1,15,36,NA,"WGN07D58_STP_2018_1"
"WGN07","C",58,116,"WGN07D58",1408,"STP",2018,2,43,30,NA,"WGN07D58_STP_2018_2"
"WGN07","D",59,117,"WGN07C59",59,"STP",2018,1,5,9,NA,"WGN07C59_STP_2018_1"
"WGN07","D",59,117,"WGN07C59",1344,"STP",2018,2,42,5,NA,"WGN07C59_STP_2018_2"
"WGN07","C",59,118,"WGN07D59",124,"STP",2018,1,24,24,NA,"WGN07D59_STP_2018_1"
"WGN07","C",59,118,"WGN07D59",1409,"STP",2018,2,38,24,NA,"WGN07D59_STP_2018_2"
"WGN07","D",60,119,"WGN07C60",60,"STP",2018,1,21,23,NA,"WGN07C60_STP_2018_1"
"WGN07","D",60,119,"WGN07C60",1345,"STP",2018,2,35,38,NA,"WGN07C60_STP_2018_2"
"WGN07","C",60,120,"WGN07D60",125,"STP",2018,1,4,10,NA,"WGN07D60_STP_2018_1"
"WGN07","C",60,120,"WGN07D60",1410,"STP",2018,2,50,38,NA,"WGN07D60_STP_2018_2"
"WGN07","D",61,121,"WGN07C61",61,"STP",2018,1,4,22,NA,"WGN07C61_STP_2018_1"
"WGN07","D",61,121,"WGN07C61",1346,"STP",2018,2,38,19,NA,"WGN07C61_STP_2018_2"
"WGN07","C",61,122,"WGN07D61",126,"STP",2018,1,22,24,NA,"WGN07D61_STP_2018_1"
"WGN07","C",61,122,"WGN07D61",1411,"STP",2018,2,63,19,NA,"WGN07D61_STP_2018_2"
"WGN07","D",62,123,"WGN07C62",62,"STP",2018,1,2,3,NA,"WGN07C62_STP_2018_1"
"WGN07","D",62,123,"WGN07C62",1347,"STP",2018,2,54,13,NA,"WGN07C62_STP_2018_2"
"WGN07","C",62,124,"WGN07D62",127,"STP",2018,1,1,3,NA,"WGN07D62_STP_2018_1"
"WGN07","C",62,124,"WGN07D62",1412,"STP",2018,2,57,26,NA,"WGN07D62_STP_2018_2"
"WGN07","D",63,125,"WGN07C63",63,"STP",2018,1,16,31,NA,"WGN07C63_STP_2018_1"
"WGN07","D",63,125,"WGN07C63",1348,"STP",2018,2,34,10,NA,"WGN07C63_STP_2018_2"
"WGN07","C",63,126,"WGN07D63",128,"STP",2018,1,5,1,NA,"WGN07D63_STP_2018_1"
"WGN07","C",63,126,"WGN07D63",1413,"STP",2018,2,56,24,NA,"WGN07D63_STP_2018_2"
"WGN07","D",64,127,"WGN07C64",64,"STP",2018,1,24,22,NA,"WGN07C64_STP_2018_1"
"WGN07","D",64,127,"WGN07C64",1349,"STP",2018,2,58,26,NA,"WGN07C64_STP_2018_2"
"WGN07","C",64,128,"WGN07D64",129,"STP",2018,1,28,12,NA,"WGN07D64_STP_2018_1"
"WGN07","C",64,128,"WGN07D64",1414,"STP",2018,2,61,21,NA,"WGN07D64_STP_2018_2"
"WGN07","D",65,129,"WGN07C65",65,"STP",2018,1,27,2,NA,"WGN07C65_STP_2018_1"
"WGN07","D",65,129,"WGN07C65",1350,"STP",2018,2,63,31,NA,"WGN07C65_STP_2018_2"
"WGN07","C",65,130,"WGN07D65",130,"STP",2018,1,27,24,NA,"WGN07D65_STP_2018_1"
"WGN07","C",65,130,"WGN07D65",1415,"STP",2018,2,61,3,NA,"WGN07D65_STP_2018_2"
"WGN15","C",1,1,"WGN15C01",131,"STP",2018,1,32,42,NA,"WGN15C01_STP_2018_1"
"WGN15","C",1,1,"WGN15C01",1416,"STP",2018,2,39,30,NA,"WGN15C01_STP_2018_2"
"WGN15","D",1,2,"WGN15D01",196,"STP",2018,1,32,28,NA,"WGN15D01_STP_2018_1"
"WGN15","D",1,2,"WGN15D01",1481,"STP",2018,2,40,16,NA,"WGN15D01_STP_2018_2"
"WGN15","C",2,3,"WGN15C02",132,"STP",2018,1,32,12,NA,"WGN15C02_STP_2018_1"
"WGN15","C",2,3,"WGN15C02",1417,"STP",2018,2,42,24,NA,"WGN15C02_STP_2018_2"
"WGN15","D",2,4,"WGN15D02",197,"STP",2018,1,32,11,NA,"WGN15D02_STP_2018_1"
"WGN15","D",2,4,"WGN15D02",1482,"STP",2018,2,57,24,NA,"WGN15D02_STP_2018_2"
"WGN15","C",3,5,"WGN15C03",133,"STP",2018,1,17,35,NA,"WGN15C03_STP_2018_1"
"WGN15","C",3,5,"WGN15C03",1418,"STP",2018,2,35,19,NA,"WGN15C03_STP_2018_2"
"WGN15","D",3,6,"WGN15D03",198,"STP",2018,1,24,30,"self","WGN15D03_STP_2018_1"
"WGN15","D",3,6,"WGN15D03",1483,"STP",2018,2,59,42,"self","WGN15D03_STP_2018_2"
"WGN15","C",4,7,"WGN15C04",134,"STP",2018,1,25,35,NA,"WGN15C04_STP_2018_1"
"WGN15","C",4,7,"WGN15C04",1419,"STP",2018,2,40,41,NA,"WGN15C04_STP_2018_2"
"WGN15","D",4,8,"WGN15D04",199,"STP",2018,1,31,20,NA,"WGN15D04_STP_2018_1"
"WGN15","D",4,8,"WGN15D04",1484,"STP",2018,2,35,21,NA,"WGN15D04_STP_2018_2"
"WGN15","C",5,9,"WGN15C05",135,"STP",2018,1,12,7,NA,"WGN15C05_STP_2018_1"
"WGN15","C",5,9,"WGN15C05",1420,"STP",2018,2,51,15,NA,"WGN15C05_STP_2018_2"
"WGN15","D",5,10,"WGN15D05",200,"STP",2018,1,11,27,NA,"WGN15D05_STP_2018_1"
"WGN15","D",5,10,"WGN15D05",1485,"STP",2018,2,33,2,NA,"WGN15D05_STP_2018_2"
"WGN15","C",6,11,"WGN15C06",136,"STP",2018,1,17,31,NA,"WGN15C06_STP_2018_1"
"WGN15","C",6,11,"WGN15C06",1421,"STP",2018,2,43,14,NA,"WGN15C06_STP_2018_2"
"WGN15","D",6,12,"WGN15D06",201,"STP",2018,1,21,21,NA,"WGN15D06_STP_2018_1"
"WGN15","D",6,12,"WGN15D06",1486,"STP",2018,2,48,20,NA,"WGN15D06_STP_2018_2"
"WGN15","C",7,13,"WGN15C07",137,"STP",2018,1,6,20,NA,"WGN15C07_STP_2018_1"
"WGN15","C",7,13,"WGN15C07",1422,"STP",2018,2,37,35,NA,"WGN15C07_STP_2018_2"
"WGN15","D",7,14,"WGN15D07",202,"STP",2018,1,17,4,NA,"WGN15D07_STP_2018_1"
"WGN15","D",7,14,"WGN15D07",1487,"STP",2018,2,47,9,NA,"WGN15D07_STP_2018_2"
"WGN15","C",8,15,"WGN15C08",138,"STP",2018,1,9,6,NA,"WGN15C08_STP_2018_1"
"WGN15","C",8,15,"WGN15C08",1423,"STP",2018,2,59,39,NA,"WGN15C08_STP_2018_2"
"WGN15","D",8,16,"WGN15D08",203,"STP",2018,1,17,17,NA,"WGN15D08_STP_2018_1"
"WGN15","D",8,16,"WGN15D08",1488,"STP",2018,2,45,32,NA,"WGN15D08_STP_2018_2"
"WGN15","C",9,17,"WGN15C09",139,"STP",2018,1,9,39,NA,"WGN15C09_STP_2018_1"
"WGN15","C",9,17,"WGN15C09",1424,"STP",2018,2,63,12,NA,"WGN15C09_STP_2018_2"
"WGN15","D",9,18,"WGN15D09",204,"STP",2018,1,9,25,NA,"WGN15D09_STP_2018_1"
"WGN15","D",9,18,"WGN15D09",1489,"STP",2018,2,55,19,NA,"WGN15D09_STP_2018_2"
"WGN15","C",10,19,"WGN15C10",140,"STP",2018,1,7,33,NA,"WGN15C10_STP_2018_1"
"WGN15","C",10,19,"WGN15C10",1425,"STP",2018,2,57,18,NA,"WGN15C10_STP_2018_2"
"WGN15","D",10,20,"WGN15D10",205,"STP",2018,1,18,2,NA,"WGN15D10_STP_2018_1"
"WGN15","D",10,20,"WGN15D10",1490,"STP",2018,2,49,2,NA,"WGN15D10_STP_2018_2"
"WGN15","C",11,21,"WGN15C11",141,"STP",2018,1,31,15,NA,"WGN15C11_STP_2018_1"
"WGN15","C",11,21,"WGN15C11",1426,"STP",2018,2,60,12,NA,"WGN15C11_STP_2018_2"
"WGN15","D",11,22,"WGN15D11",206,"STP",2018,1,4,14,NA,"WGN15D11_STP_2018_1"
"WGN15","D",11,22,"WGN15D11",1491,"STP",2018,2,59,3,NA,"WGN15D11_STP_2018_2"
"WGN15","C",12,23,"WGN15C12",142,"STP",2018,1,8,26,NA,"WGN15C12_STP_2018_1"
"WGN15","C",12,23,"WGN15C12",1427,"STP",2018,2,46,21,NA,"WGN15C12_STP_2018_2"
"WGN15","D",12,24,"WGN15D12",207,"STP",2018,1,12,22,NA,"WGN15D12_STP_2018_1"
"WGN15","D",NA,24,NA,NA,"STP",2018,2,NA,NA,NA,"NA_STP_2018_2"
"WGN15","C",13,25,"WGN15C13",143,"STP",2018,1,25,13,NA,"WGN15C13_STP_2018_1"
"WGN15","C",13,25,"WGN15C13",1428,"STP",2018,2,45,30,NA,"WGN15C13_STP_2018_2"
"WGN15","D",13,26,"WGN15D13",208,"STP",2018,1,25,26,NA,"WGN15D13_STP_2018_1"
"WGN15","D",13,26,"WGN15D13",1493,"STP",2018,2,42,32,NA,"WGN15D13_STP_2018_2"
"WGN15","C",14,27,"WGN15C14",144,"STP",2018,1,18,6,NA,"WGN15C14_STP_2018_1"
"WGN15","C",14,27,"WGN15C14",1429,"STP",2018,2,57,12,NA,"WGN15C14_STP_2018_2"
"WGN15","D",14,28,"WGN15D14",209,"STP",2018,1,7,18,NA,"WGN15D14_STP_2018_1"
"WGN15","D",14,28,"WGN15D14",1494,"STP",2018,2,52,2,NA,"WGN15D14_STP_2018_2"
"WGN15","C",15,29,"WGN15C15",145,"STP",2018,1,7,10,NA,"WGN15C15_STP_2018_1"
"WGN15","C",15,29,"WGN15C15",1430,"STP",2018,2,48,32,NA,"WGN15C15_STP_2018_2"
"WGN15","D",15,30,"WGN15D15",210,"STP",2018,1,18,22,NA,"WGN15D15_STP_2018_1"
