"famID","germplasm_id","loc","year","rep","seed_area","seeds_per_spike"
"WGN26","WGN26D35","STP",2017,1,"9.2","3.967741935"
"WGN26","WGN26D36","STP",2017,1,NA,NA
"WGN26","WGN26D37","STP",2017,1,"9.4","3.995454545"
"WGN26","WGN26D38","STP",2017,1,"9.6","3.925862069"
"WGN26","WGN26D39","STP",2017,1,"10.4","2.64"
"WGN26","WGN26D40","STP",2017,1,"9","4.096551724"
"WGN26","WGN26D41","STP",2017,1,"8.6","3.69375"
"WGN26","WGN26D42","STP",2017,1,"8.8","4.930327869"
"WGN26","WGN26D43","STP",2017,1,NA,NA
"WGN26","WGN26D44","STP",2017,1,"7.6","3.489247312"
"WGN26","WGN26D45","STP",2017,1,"8.5","4.139150943"
"WGN26","WGN26D46","STP",2017,1,"8.5","2.058479532"
"WGN26","WGN26D47","STP",2017,1,"8.6","3.920634921"
"WGN26","WGN26D48","STP",2017,1,"9.4","2.660377358"
"WGN26","WGN26D49","STP",2017,1,"9.7","3.0890625"
"WGN26","WGN26D50","STP",2017,1,NA,NA
"WGN26","WGN26D51","STP",2017,1,"9","4.174576271"
"WGN26","WGN26D52","STP",2017,1,"9.3","4.680952381"
"WGN26","WGN26D53","STP",2017,1,"9.8","4.086038961"
"WGN26","WGN26D54","STP",2017,1,"10.3","4.028571429"
"WGN26","WGN26D55","STP",2017,1,"9.1","2.731578947"
"WGN26","WGN26D56","STP",2017,1,"8.6","5.76076555"
"WGN26","WGN26D57","STP",2017,1,NA,NA
"WGN26","WGN26D58","STP",2017,1,"7.5","3.290909091"
"WGN26","WGN26D59","STP",2017,1,"8.9","3.716949153"
"WGN26","WGN26D60","STP",2017,1,NA,NA
"WGN26","WGN26D61","STP",2017,1,"10.7","4.85"
"WGN26","WGN26D62","STP",2017,1,NA,NA
"WGN26","WGN26D63","STP",2017,1,NA,NA
"WGN26","WGN26D64","STP",2017,1,"10.2","4.955357143"
"WGN26","WGN26D65","STP",2017,1,"9.7","3.270833333"
"WGN36","WGN36C01","STP",2017,1,"9.2","4.539473684"
"WGN36","WGN36C02","STP",2017,1,"7.8","3.517741935"
"WGN36","WGN36C03","STP",2017,1,"9.1","4.027597403"
"WGN36","WGN36C04","STP",2017,1,"9.5","5.086764706"
"WGN36","WGN36C05","STP",2017,1,"8.7","4.675384615"
"WGN36","WGN36C06","STP",2017,1,"8.9","3.429850746"
"WGN36","WGN36C07","STP",2017,1,"8.5","5.549407115"
"WGN36","WGN36C08","STP",2017,1,"9","4.126315789"
"WGN36","WGN36C09","STP",2017,1,"8.5","4.621052632"
"WGN36","WGN36C10","STP",2017,1,"8.7","4.398387097"
"WGN36","WGN36C11","STP",2017,1,"9.2","4.532876712"
"WGN36","WGN36C12","STP",2017,1,"8.5","4.559016393"
"WGN36","WGN36C13","STP",2017,1,"8.3","3.3283859"
"WGN36","WGN36C14","STP",2017,1,"9","3.524"
"WGN36","WGN36C15","STP",2017,1,"6.9","1.957983193"
"WGN36","WGN36C16","STP",2017,1,"9.2","3.420967742"
"WGN36","WGN36C17","STP",2017,1,"8.4","3.142857143"
"WGN36","WGN36C18","STP",2017,1,"9.1","2.963157895"
"WGN36","WGN36C19","STP",2017,1,"9.5","3.317910448"
"WGN36","WGN36C20","STP",2017,1,"8.4","4.720588235"
"WGN36","WGN36C21","STP",2017,1,"8.7","4.995652174"
"WGN36","WGN36C22","STP",2017,1,"8.8","4.576086957"
"WGN36","WGN36C23","STP",2017,1,"9.2","4.17"
"WGN36","WGN36C24","STP",2017,1,"9.1","4.020895522"
"WGN36","WGN36C25","STP",2017,1,"9.6","4.638095238"
"WGN36","WGN36C26","STP",2017,1,"8","3.976056338"
"WGN36","WGN36C27","STP",2017,1,"8.5","4.23553719"
"WGN36","WGN36C28","STP",2017,1,"8.2","4.759322034"
"WGN36","WGN36C29","STP",2017,1,"8.7","4.752380952"
"WGN36","WGN36C30","STP",2017,1,"9","5.298214286"
"WGN36","WGN36C31","STP",2017,1,"7.8","1.12"
"WGN36","WGN36C32","STP",2017,1,"8.2","3.601190476"
"WGN36","WGN36C33","STP",2017,1,"8.4","5.1375"
"WGN36","WGN36C34","STP",2017,1,NA,NA
"WGN36","WGN36C35","STP",2017,1,"8.6","4.045714286"
"WGN36","WGN36C36","STP",2017,1,"9","4.381967213"
"WGN36","WGN36C37","STP",2017,1,"8.4","2.389830508"
"WGN36","WGN36C38","STP",2017,1,"9.3","4.346153846"
"WGN36","WGN36C39","STP",2017,1,"8.7","4.484210526"
"WGN36","WGN36C40","STP",2017,1,"9.8","4.763322884"
"WGN36","WGN36C41","STP",2017,1,"9.2","5.467532468"
