"famID","parent","plantID","plantID3","longID","barcode","loc","year","rep","row","col","self","seed_area","seeds_per_spike"
"WGN55","D",54,107,"WGN55C54",2364,"STP",2017,2,34,33,NA,"9.8","4.791666667"
"WGN55","C",54,108,"WGN55D54",1144,"STP",2017,1,14,29,NA,"9.5","5.22739726"
"WGN55","C",54,108,"WGN55D54",2429,"STP",2017,2,47,27,NA,"8.9","5.465753425"
"WGN55","D",55,109,"WGN55C55",1080,"STP",2017,1,8,16,NA,"9.5","4.643283582"
"WGN55","D",55,109,"WGN55C55",2365,"STP",2017,2,64,39,NA,"9.3","4.391304348"
"WGN55","C",55,110,"WGN55D55",1145,"STP",2017,1,11,34,NA,"8.7","3.994285714"
"WGN55","C",55,110,"WGN55D55",2430,"STP",2017,2,54,24,NA,"9","4.431428571"
"WGN55","D",56,111,"WGN55C56",1081,"STP",2017,1,32,22,NA,"8.9","5.718475073"
"WGN55","D",56,111,"WGN55C56",2366,"STP",2017,2,38,33,NA,"9.5","5.136986301"
"WGN55","C",56,112,"WGN55D56",1146,"STP",2017,1,24,2,NA,"9","4.171232877"
"WGN55","C",56,112,"WGN55D56",2431,"STP",2017,2,35,28,NA,"9.5","4.426153846"
"WGN55","D",57,113,"WGN55C57",1082,"STP",2017,1,9,42,NA,"8.9","4.552173913"
"WGN55","D",57,113,"WGN55C57",2367,"STP",2017,2,62,29,NA,"8.4","4.475490196"
"WGN55","C",57,114,"WGN55D57",1147,"STP",2017,1,30,29,NA,"8.2","4.795115332"
"WGN55","C",57,114,"WGN55D57",2432,"STP",2017,2,61,6,NA,"8.3","4.245762712"
"WGN55","D",58,115,"WGN55C58",1083,"STP",2017,1,9,36,NA,"8.3","4.24109589"
"WGN55","D",58,115,"WGN55C58",2368,"STP",2017,2,52,13,NA,"8","3.819402985"
"WGN55","C",58,116,"WGN55D58",1148,"STP",2017,1,27,29,NA,NA,NA
"WGN55","C",58,116,"WGN55D58",2433,"STP",2017,2,45,37,NA,"8","3.355555556"
"WGN55","D",59,117,"WGN55C59",1084,"STP",2017,1,9,33,NA,"9.1","3.461904762"
"WGN55","D",59,117,"WGN55C59",2369,"STP",2017,2,36,30,NA,"9.5","2.849462366"
"WGN55","C",59,118,"WGN55D59",1149,"STP",2017,1,23,25,NA,"8.3","5.488732394"
"WGN55","C",59,118,"WGN55D59",2434,"STP",2017,2,59,7,NA,"7.9","4.767567568"
"WGN55","D",60,119,"WGN55C60",1085,"STP",2017,1,7,17,NA,"9.3","4.302739726"
"WGN55","D",60,119,"WGN55C60",2370,"STP",2017,2,44,27,NA,"8.5","4.275"
"WGN55","C",60,120,"WGN55D60",1150,"STP",2017,1,29,27,NA,"9.4","3.958441558"
"WGN55","C",60,120,"WGN55D60",2435,"STP",2017,2,58,27,NA,"9.3","4.630434783"
"WGN55","D",61,121,"WGN55C61",1086,"STP",2017,1,17,6,NA,"7","4.416923077"
"WGN55","D",61,121,"WGN55C61",2371,"STP",2017,2,57,15,NA,"8","4.019178082"
"WGN55","C",61,122,"WGN55D61",1151,"STP",2017,1,1,17,NA,"8.6","5.115584416"
"WGN55","C",61,122,"WGN55D61",2436,"STP",2017,2,37,4,NA,"8.6","4.868674699"
"WGN55","D",62,123,"WGN55C62",1087,"STP",2017,1,17,11,NA,"8.6","4.031506849"
"WGN55","D",62,123,"WGN55C62",2372,"STP",2017,2,60,25,NA,"8.4","4.370149254"
"WGN55","C",62,124,"WGN55D62",1152,"STP",2017,1,3,5,NA,"9.9","4.787671233"
"WGN55","C",62,124,"WGN55D62",2437,"STP",2017,2,36,13,NA,"10","4.266666667"
"WGN55","D",63,125,"WGN55C63",1088,"STP",2017,1,32,23,NA,"8.1","3.556521739"
"WGN55","D",63,125,"WGN55C63",2373,"STP",2017,2,49,32,NA,"8.7","3.540789474"
"WGN55","C",63,126,"WGN55D63",1153,"STP",2017,1,22,12,NA,"7.7","5.047489824"
"WGN55","C",63,126,"WGN55D63",2438,"STP",2017,2,40,12,NA,"7.7","4.330769231"
"WGN55","D",64,127,"WGN55C64",1089,"STP",2017,1,32,27,"self",NA,NA
"WGN55","D",64,127,"WGN55C64",2374,"STP",2017,2,36,39,"self",NA,NA
"WGN55","C",64,128,"WGN55D64",1154,"STP",2017,1,13,17,NA,"8.4","4.225352113"
"WGN55","C",64,128,"WGN55D64",2439,"STP",2017,2,51,34,NA,"7.5","3.582352941"
"WGN55","D",65,129,"WGN55C65",1090,"STP",2017,1,12,41,NA,"9.3","4.985915493"
"WGN55","D",65,129,"WGN55C65",2375,"STP",2017,2,49,20,NA,"8.9","4.785"
"WGN55","C",65,130,"WGN55D65",1155,"STP",2017,1,29,9,NA,"8.3","4.058823529"
"WGN55","C",65,130,"WGN55D65",2440,"STP",2017,2,33,25,NA,"8.5","4.070833333"
"WGN63","C",1,1,"WGN63C01",1156,"STP",2017,1,4,21,NA,"9.7","4.654285714"
"WGN63","C",1,1,"WGN63C01",2441,"STP",2017,2,48,31,NA,"9.1","4.895238095"
"WGN63","D",1,2,"WGN63D01",1221,"STP",2017,1,22,18,NA,"10","3.083333333"
"WGN63","D",1,2,"WGN63D01",2506,"STP",2017,2,57,11,NA,"10","3.864"
"WGN63","C",2,3,"WGN63C02",1157,"STP",2017,1,16,8,NA,"9.7","3.388461538"
"WGN63","C",2,3,"WGN63C02",2442,"STP",2017,2,55,42,NA,"9.7","3.733846154"
"WGN63","D",2,4,"WGN63D02",1222,"STP",2017,1,5,16,NA,"10.3","3.09047619"
"WGN63","D",2,4,"WGN63D02",2507,"STP",2017,2,40,28,NA,"9.5","3.569565217"
"WGN63","C",3,5,"WGN63C03",1158,"STP",2017,1,5,27,NA,"10.2","3.392307692"
"WGN63","C",3,5,"WGN63C03",2443,"STP",2017,2,63,38,NA,"10.3","3.522727273"
"WGN63","D",3,6,"WGN63D03",1223,"STP",2017,1,21,16,NA,"9.1","4.070833333"
"WGN63","D",3,6,"WGN63D03",2508,"STP",2017,2,63,21,NA,NA,NA
"WGN63","C",4,7,"WGN63C04",1159,"STP",2017,1,22,31,NA,"9.4","3.550819672"
"WGN63","C",4,7,"WGN63C04",2444,"STP",2017,2,63,23,NA,"8.6","3.683606557"
"WGN63","D",4,8,"WGN63D04",1224,"STP",2017,1,4,31,NA,"9.3","4.474137931"
"WGN63","D",4,8,"WGN63D04",2509,"STP",2017,2,53,16,NA,"8.6","4.484210526"
"WGN63","C",5,9,"WGN63C05",1160,"STP",2017,1,20,3,NA,"8.8","4.020779221"
"WGN63","C",5,9,"WGN63C05",2445,"STP",2017,2,51,38,NA,"10.2","4.704545455"
"WGN63","D",5,10,"WGN63D05",1225,"STP",2017,1,14,5,NA,"9.9","4.814754098"
"WGN63","D",5,10,"WGN63D05",2510,"STP",2017,2,62,15,NA,"9.5","3.294642857"
"WGN63","C",6,11,"WGN63C06",1161,"STP",2017,1,1,14,"self",NA,NA
"WGN63","C",6,11,"WGN63C06",2446,"STP",2017,2,48,28,"self",NA,NA
"WGN63","D",6,12,"WGN63D06",1226,"STP",2017,1,15,26,NA,"10","2.949230769"
"WGN63","D",6,12,"WGN63D06",2511,"STP",2017,2,41,14,NA,"9.4","3.519402985"
"WGN63","C",7,13,"WGN63C07",1162,"STP",2017,1,4,28,NA,NA,NA
"WGN63","C",7,13,"WGN63C07",2447,"STP",2017,2,46,3,NA,"10.1","3.989552239"
"WGN63","D",7,14,"WGN63D07",1227,"STP",2017,1,30,42,NA,"8.1","3.9875"
"WGN63","D",7,14,"WGN63D07",2512,"STP",2017,2,57,27,NA,"8.6","3.392647059"
"WGN63","C",8,15,"WGN63C08",1163,"STP",2017,1,15,35,"self",NA,NA
"WGN63","C",8,15,"WGN63C08",2448,"STP",2017,2,61,10,"self",NA,NA
"WGN63","D",8,16,"WGN63D08",1228,"STP",2017,1,23,42,NA,"9.6","3.280645161"
"WGN63","D",8,16,"WGN63D08",2513,"STP",2017,2,62,35,NA,"8.5","2.69"
"WGN63","C",9,17,"WGN63C09",1164,"STP",2017,1,17,24,NA,"8.7","4.147540984"
"WGN63","C",9,17,"WGN63C09",2449,"STP",2017,2,42,21,NA,NA,NA
"WGN63","D",9,18,"WGN63D09",1229,"STP",2017,1,4,36,NA,"9.8","3.933333333"
"WGN63","D",9,18,"WGN63D09",2514,"STP",2017,2,43,16,NA,"9.2","2.86"
"WGN63","C",10,19,"WGN63C10",1165,"STP",2017,1,3,16,NA,"9.6","4.186567164"
"WGN63","C",10,19,"WGN63C10",2450,"STP",2017,2,33,34,NA,"8.2","4.160655738"
"WGN63","D",10,20,"WGN63D10",1230,"STP",2017,1,3,13,NA,"9.5","4.235"
"WGN63","D",10,20,"WGN63D10",2515,"STP",2017,2,64,20,NA,"8.6","4.610869565"
"WGN63","C",11,21,"WGN63C11",1166,"STP",2017,1,30,35,NA,"9.5","4.546551724"
"WGN63","C",11,21,"WGN63C11",2451,"STP",2017,2,49,7,NA,"9.5","3.831147541"
"WGN63","D",11,22,"WGN63D11",1231,"STP",2017,1,7,31,NA,"9","4.120772947"
"WGN63","D",11,22,"WGN63D11",2516,"STP",2017,2,53,31,NA,"9","5.073529412"
"WGN63","C",12,23,"WGN63C12",1167,"STP",2017,1,14,39,NA,"11","4.268852459"
"WGN63","C",12,23,"WGN63C12",2452,"STP",2017,2,41,32,NA,"9.1","3.904761905"
"WGN63","D",12,24,"WGN63D12",1232,"STP",2017,1,26,14,NA,"9.3","5.090909091"
"WGN63","D",12,24,"WGN63D12",2517,"STP",2017,2,60,30,NA,"8.9","5.383636364"
"WGN63","C",13,25,"WGN63C13",1168,"STP",2017,1,19,10,NA,"9.5","3.02"
"WGN63","C",13,25,"WGN63C13",2453,"STP",2017,2,39,22,NA,"9.4","3.705263158"
"WGN63","D",13,26,"WGN63D13",1233,"STP",2017,1,28,23,NA,"10.3","4.183636364"
"WGN63","D",13,26,"WGN63D13",2518,"STP",2017,2,60,36,NA,"10.3","3.772222222"
"WGN63","C",14,27,"WGN63C14",1169,"STP",2017,1,28,16,NA,"9.5","4.572916667"
"WGN63","C",14,27,"WGN63C14",2454,"STP",2017,2,51,30,NA,"9.6","4.521052632"
"WGN63","D",14,28,"WGN63D14",1234,"STP",2017,1,13,38,NA,"10","3.661764706"
"WGN63","D",14,28,"WGN63D14",2519,"STP",2017,2,37,5,NA,"11.1","2.798571429"
"WGN63","C",15,29,"WGN63C15",1170,"STP",2017,1,1,34,NA,"8.7","4"
"WGN63","C",15,29,"WGN63C15",2455,"STP",2017,2,40,23,NA,"10.3","3.662686567"
"WGN63","D",15,30,"WGN63D15",1235,"STP",2017,1,28,31,NA,"10.1","4.902857143"
"WGN63","D",15,30,"WGN63D15",2520,"STP",2017,2,62,11,NA,"9.7","4.089705882"
"WGN63","C",16,31,"WGN63C16",1171,"STP",2017,1,11,21,NA,"8.5","3.807692308"
"WGN63","C",16,31,"WGN63C16",2456,"STP",2017,2,59,25,NA,"8.9","3.35625"
"WGN63","D",16,32,"WGN63D16",1236,"STP",2017,1,6,27,NA,"9.5","3.677586207"
"WGN63","D",16,32,"WGN63D16",2521,"STP",2017,2,35,23,NA,"9.5","3.687931034"
"WGN63","C",17,33,"WGN63C17",1172,"STP",2017,1,29,32,NA,"9.1","4.2375"
"WGN63","C",17,33,"WGN63C17",2457,"STP",2017,2,50,23,NA,"9.1","2.563636364"
"WGN63","D",17,34,"WGN63D17",1237,"STP",2017,1,9,16,NA,"8.9","4.073076923"
"WGN63","D",17,34,"WGN63D17",2522,"STP",2017,2,55,40,NA,"9.1","4.038157895"
"WGN63","C",18,35,"WGN63C18",1173,"STP",2017,1,15,13,NA,"9","4.7671875"
"WGN63","C",18,35,"WGN63C18",2458,"STP",2017,2,42,13,NA,"8.7","3.597051597"
"WGN63","D",18,36,"WGN63D18",1238,"STP",2017,1,8,21,NA,"8.7","4.109090909"
"WGN63","D",18,36,"WGN63D18",2523,"STP",2017,2,50,32,NA,"9.6",NA
"WGN63","C",19,37,"WGN63C19",1174,"STP",2017,1,13,27,NA,"10.2","3.895522388"
"WGN63","C",19,37,"WGN63C19",2459,"STP",2017,2,57,14,NA,"9.4","3.70952381"
"WGN63","D",19,38,"WGN63D19",1239,"STP",2017,1,25,33,NA,"11","2.775"
"WGN63","D",19,38,"WGN63D19",2524,"STP",2017,2,53,21,NA,"11.8","2.386153846"
"WGN63","C",20,39,"WGN63C20",1175,"STP",2017,1,23,14,NA,"10","4.046153846"
"WGN63","C",20,39,"WGN63C20",2460,"STP",2017,2,34,3,NA,"9.9","3.509589041"
"WGN63","D",20,40,"WGN63D20",1240,"STP",2017,1,26,31,NA,"7.1","1.488095238"
"WGN63","D",20,40,"WGN63D20",2525,"STP",2017,2,39,5,NA,"8.4","1.451470588"
"WGN63","C",21,41,"WGN63C21",1176,"STP",2017,1,30,33,NA,"9.4","3.033333333"
"WGN63","C",NA,41,NA,NA,"STP",2017,2,NA,NA,NA,NA,NA
"WGN63","D",21,42,"WGN63D21",1241,"STP",2017,1,6,6,NA,"9.1","4.752873563"
"WGN63","D",21,42,"WGN63D21",2526,"STP",2017,2,33,30,NA,"9.2","4.14"
"WGN63","C",22,43,"WGN63C22",1177,"STP",2017,1,24,9,NA,"8.4","3.775384615"
"WGN63","C",22,43,"WGN63C22",2462,"STP",2017,2,40,39,NA,"8.8","4.35"
"WGN63","D",22,44,"WGN63D22",1242,"STP",2017,1,17,37,NA,"8.9","3.9"
"WGN63","D",22,44,"WGN63D22",2527,"STP",2017,2,42,20,NA,"8.4","3.789954338"
"WGN63","C",23,45,"WGN63C23",1178,"STP",2017,1,27,12,NA,"10","3.523536165"
"WGN63","C",23,45,"WGN63C23",2463,"STP",2017,2,60,16,NA,"9.9","3.381818182"
"WGN63","D",23,46,"WGN63D23",1243,"STP",2017,1,9,14,NA,"9.5","4.141071429"
"WGN63","D",23,46,"WGN63D23",2528,"STP",2017,2,42,36,NA,"10.1","3.497354497"
"WGN63","C",24,47,"WGN63C24",1179,"STP",2017,1,21,28,NA,"9.9","2.505747126"
"WGN63","C",24,47,"WGN63C24",2464,"STP",2017,2,62,26,NA,"8","3.490566038"
"WGN63","D",24,48,"WGN63D24",1244,"STP",2017,1,8,35,NA,"9.6","4.940625"
"WGN63","D",24,48,"WGN63D24",2529,"STP",2017,2,53,15,NA,"9","4.657894737"
"WGN63","C",25,49,"WGN63C25",1180,"STP",2017,1,16,41,NA,"8.7","4.822916667"
"WGN63","C",25,49,"WGN63C25",2465,"STP",2017,2,56,16,NA,"8.8","4.697014925"
"WGN63","D",25,50,"WGN63D25",1245,"STP",2017,1,25,14,NA,"9.2","3.282608696"
"WGN63","D",25,50,"WGN63D25",2530,"STP",2017,2,44,36,NA,"9.4","3.91875"
"WGN63","C",26,51,"WGN63C26",1181,"STP",2017,1,11,15,NA,NA,NA
"WGN63","C",26,51,"WGN63C26",2466,"STP",2017,2,59,30,NA,"10.5","2.874683544"
"WGN63","D",26,52,"WGN63D26",1246,"STP",2017,1,32,30,NA,"10.7","4.084848485"
"WGN63","D",26,52,"WGN63D26",2531,"STP",2017,2,47,34,NA,"10.6","3.833057851"
"WGN63","C",27,53,"WGN63C27",1182,"STP",2017,1,22,2,NA,"10.4","4.101098901"
"WGN63","C",27,53,"WGN63C27",2467,"STP",2017,2,55,13,NA,"10.1","4.226470588"
"WGN63","D",27,54,"WGN63D27",1247,"STP",2017,1,17,32,NA,"9.5","3.26440678"
"WGN63","D",27,54,"WGN63D27",2532,"STP",2017,2,35,32,NA,"10.1","3.595238095"
"WGN63","C",28,55,"WGN63C28",1183,"STP",2017,1,14,7,NA,"9.6","4.063636364"
"WGN63","C",28,55,"WGN63C28",2468,"STP",2017,2,47,26,NA,"9.6","3.273134328"
"WGN63","D",28,56,"WGN63D28",1248,"STP",2017,1,9,20,NA,"9.7","2.859649123"
"WGN63","D",28,56,"WGN63D28",2533,"STP",2017,2,45,25,NA,"9.6","3.078688525"
"WGN63","C",29,57,"WGN63C29",1184,"STP",2017,1,5,23,NA,"11","4.255"
"WGN63","C",29,57,"WGN63C29",2469,"STP",2017,2,38,20,NA,"10.8","4.0546875"
"WGN63","D",29,58,"WGN63D29",1249,"STP",2017,1,20,13,NA,"9.7","3.787878788"
"WGN63","D",29,58,"WGN63D29",2534,"STP",2017,2,46,31,NA,"9.8","3.292929293"
"WGN63","C",30,59,"WGN63C30",1185,"STP",2017,1,27,21,NA,"9","3.028688525"
"WGN63","C",30,59,"WGN63C30",2470,"STP",2017,2,62,17,NA,"8.6","2.898113208"
"WGN63","D",30,60,"WGN63D30",1250,"STP",2017,1,11,22,NA,"9.9","4.804615385"
"WGN63","D",30,60,"WGN63D30",2535,"STP",2017,2,58,31,NA,"9.9","4.35483871"
"WGN63","C",31,61,"WGN63C31",1186,"STP",2017,1,30,15,NA,"9.8","4.107692308"
"WGN63","C",31,61,"WGN63C31",2471,"STP",2017,2,50,29,NA,"9.7","4.776190476"
"WGN63","D",31,62,"WGN63D31",1251,"STP",2017,1,32,21,NA,"9","5.173770492"
"WGN63","D",31,62,"WGN63D31",2536,"STP",2017,2,51,16,NA,"9.2","4.908196721"
"WGN63","C",32,63,"WGN63C32",1187,"STP",2017,1,23,27,NA,"9.1","5.521052632"
"WGN63","C",32,63,"WGN63C32",2472,"STP",2017,2,33,21,NA,"10.2","4.213846154"
"WGN63","D",32,64,"WGN63D32",1252,"STP",2017,1,32,29,NA,"8.7","4.81920904"
"WGN63","D",32,64,"WGN63D32",2537,"STP",2017,2,59,12,NA,"9","3.463203463"
"WGN63","C",33,65,"WGN63C33",1188,"STP",2017,1,19,14,NA,"10.5","2.7984375"
"WGN63","C",33,65,"WGN63C33",2473,"STP",2017,2,42,26,NA,"9.9","2.977272727"
"WGN63","C",33,66,"WGN63D33",1253,"STP",2017,1,17,12,NA,"8.8","3.5625"
"WGN63","C",33,66,"WGN63D33",2538,"STP",2017,2,45,27,NA,"8.5","4.7"
"WGN63","D",34,67,"WGN63C34",1189,"STP",2017,1,19,40,NA,"9","3.651315789"
"WGN63","D",34,67,"WGN63C34",2474,"STP",2017,2,38,39,NA,"8.5","3.543478261"
"WGN63","C",34,68,"WGN63D34",1254,"STP",2017,1,17,22,NA,"8.5","3.836842105"
"WGN63","C",34,68,"WGN63D34",2539,"STP",2017,2,55,24,NA,"8.8","3.997297297"
"WGN63","D",35,69,"WGN63C35",1190,"STP",2017,1,21,24,NA,"10.1","3.745454545"
"WGN63","D",35,69,"WGN63C35",2475,"STP",2017,2,54,17,NA,"10.8","4.074324324"
"WGN63","C",35,70,"WGN63D35",1255,"STP",2017,1,9,40,NA,"10","2.882051282"
"WGN63","C",35,70,"WGN63D35",2540,"STP",2017,2,58,16,NA,"9.8","2.833333333"
"WGN63","D",36,71,"WGN63C36",1191,"STP",2017,1,26,28,"self",NA,NA
"WGN63","D",36,71,"WGN63C36",2476,"STP",2017,2,35,34,"self",NA,NA
"WGN63","C",36,72,"WGN63D36",1256,"STP",2017,1,2,29,NA,"8.5","4.216216216"
"WGN63","C",36,72,"WGN63D36",2541,"STP",2017,2,44,28,NA,"8.5","3.843243243"
"WGN63","D",37,73,"WGN63C37",1192,"STP",2017,1,10,24,NA,"8.6","4.172222222"
"WGN63","D",37,73,"WGN63C37",2477,"STP",2017,2,41,3,NA,"9","3.56206089"
"WGN63","C",37,74,"WGN63D37",1257,"STP",2017,1,16,39,NA,"10.7","4.453333333"
"WGN63","C",37,74,"WGN63D37",2542,"STP",2017,2,40,13,NA,"9.9","3.673684211"
"WGN63","D",38,75,"WGN63C38",1193,"STP",2017,1,15,31,NA,"9.9","3.5"
"WGN63","D",38,75,"WGN63C38",2478,"STP",2017,2,35,26,NA,"10.2","4.05"
"WGN63","C",38,76,"WGN63D38",1258,"STP",2017,1,24,28,NA,"9.2","3.339130435"
"WGN63","C",38,76,"WGN63D38",2543,"STP",2017,2,41,5,NA,"9.4","4.2796875"
"WGN63","D",39,77,"WGN63C39",1194,"STP",2017,1,28,19,NA,"10.4","4.676190476"
"WGN63","D",39,77,"WGN63C39",2479,"STP",2017,2,34,26,NA,"11.1","3.035"
"WGN63","C",39,78,"WGN63D39",1259,"STP",2017,1,1,10,NA,"9.3","4.441935484"
"WGN63","C",39,78,"WGN63D39",2544,"STP",2017,2,63,15,NA,"9.3","4.255434783"
"WGN63","D",40,79,"WGN63C40",1195,"STP",2017,1,29,4,NA,"10","2.982857143"
"WGN63","D",40,79,"WGN63C40",2480,"STP",2017,2,58,2,NA,"9.3","3.2"
"WGN63","C",40,80,"WGN63D40",1260,"STP",2017,1,19,35,NA,"10.2","4.006779661"
"WGN63","C",40,80,"WGN63D40",2545,"STP",2017,2,48,26,NA,"10.1","3.68852459"
"WGN63","D",41,81,"WGN63C41",1196,"STP",2017,1,17,16,NA,"8.1","3.652380952"
"WGN63","D",41,81,"WGN63C41",2481,"STP",2017,2,46,17,NA,"9.3","3.690789474"
"WGN63","C",41,82,"WGN63D41",1261,"STP",2017,1,21,31,NA,"7.6","4.547368421"
"WGN63","C",41,82,"WGN63D41",2546,"STP",2017,2,44,14,NA,"8.7","4.47"
"WGN63","D",42,83,"WGN63C42",1197,"STP",2017,1,25,7,NA,"10.6","3.37"
"WGN63","D",42,83,"WGN63C42",2482,"STP",2017,2,43,13,NA,"10.1","3.425619835"
"WGN63","C",42,84,"WGN63D42",1262,"STP",2017,1,27,40,NA,"9.3","3.917355372"
"WGN63","C",42,84,"WGN63D42",2547,"STP",2017,2,46,12,NA,"9.2","3.783068783"
"WGN63","D",43,85,"WGN63C43",1198,"STP",2017,1,13,33,NA,"10.9","3.60952381"
"WGN63","D",43,85,"WGN63C43",2483,"STP",2017,2,43,23,NA,"10.4","3.740909091"
"WGN63","C",43,86,"WGN63D43",1263,"STP",2017,1,24,31,NA,"10.2","3.842424242"
"WGN63","C",43,86,"WGN63D43",2548,"STP",2017,2,44,19,NA,"10.5","3.157377049"
"WGN63","D",44,87,"WGN63C44",1199,"STP",2017,1,10,18,NA,"9.6","3.476190476"
"WGN63","D",44,87,"WGN63C44",2484,"STP",2017,2,58,36,NA,"10.1","4.319047619"
"WGN63","C",44,88,"WGN63D44",1264,"STP",2017,1,14,18,NA,"9.6","3.050847458"
"WGN63","C",44,88,"WGN63D44",2549,"STP",2017,2,48,1,NA,"9.6","3.505263158"
"WGN63","D",45,89,"WGN63C45",1200,"STP",2017,1,20,33,NA,"9.4","4.83442623"
"WGN63","D",45,89,"WGN63C45",2485,"STP",2017,2,53,32,NA,"9.4","4.230434783"
"WGN63","C",NA,90,NA,NA,"STP",2017,1,NA,NA,NA,NA,NA
"WGN63","C",45,90,"WGN63D45",2550,"STP",2017,2,49,13,NA,"9.1","3.752631579"
"WGN63","D",46,91,"WGN63C46",1201,"STP",2017,1,17,18,NA,"9.1","4.598507463"
"WGN63","D",46,91,"WGN63C46",2486,"STP",2017,2,60,19,NA,"9.7","3.344"
"WGN63","C",46,92,"WGN63D46",1266,"STP",2017,1,21,20,NA,"9.7","3.633870968"
"WGN63","C",46,92,"WGN63D46",2551,"STP",2017,2,52,20,NA,"9.5","3.812727273"
"WGN63","D",47,93,"WGN63C47",1202,"STP",2017,1,12,40,NA,"9.3","4.037704918"
"WGN63","D",47,93,"WGN63C47",2487,"STP",2017,2,58,20,NA,"9.7","3.709859155"
"WGN63","C",47,94,"WGN63D47",1267,"STP",2017,1,5,30,NA,"9.7","4.3734375"
"WGN63","C",47,94,"WGN63D47",2552,"STP",2017,2,50,40,NA,"9.6","4.700284091"
"WGN63","D",48,95,"WGN63C48",1203,"STP",2017,1,17,3,NA,"9.7","2.676616915"
"WGN63","D",48,95,"WGN63C48",2488,"STP",2017,2,47,11,NA,NA,NA
"WGN63","C",48,96,"WGN63D48",1268,"STP",2017,1,22,13,NA,"9.2","4.889473684"
"WGN63","C",48,96,"WGN63D48",2553,"STP",2017,2,47,12,NA,"9.3","4.55"
"WGN63","D",49,97,"WGN63C49",1204,"STP",2017,1,12,26,NA,"9.3","2.61971831"
"WGN63","D",49,97,"WGN63C49",2489,"STP",2017,2,45,40,NA,"9.5","2.81641791"
"WGN63","C",49,98,"WGN63D49",1269,"STP",2017,1,19,13,NA,"8.9","3.141666667"
"WGN63","C",49,98,"WGN63D49",2554,"STP",2017,2,36,9,NA,"9.7","3.360655738"
"WGN63","D",50,99,"WGN63C50",1205,"STP",2017,1,2,36,NA,"9.1","4.933884298"
"WGN63","D",50,99,"WGN63C50",2490,"STP",2017,2,64,19,NA,"8.4","3.595533499"
"WGN63","C",50,100,"WGN63D50",1270,"STP",2017,1,18,27,NA,"9","5.217567568"
"WGN63","C",50,100,"WGN63D50",2555,"STP",2017,2,36,31,NA,"9.7","4.543478261"
"WGN63","D",51,101,"WGN63C51",1206,"STP",2017,1,18,11,NA,"10.1","4.263380282"
"WGN63","D",51,101,"WGN63C51",2491,"STP",2017,2,37,17,NA,"10.8","4.189814815"
"WGN63","C",51,102,"WGN63D51",1271,"STP",2017,1,3,25,NA,"11","3.7625"
"WGN63","C",51,102,"WGN63D51",2556,"STP",2017,2,54,30,NA,"10.1","4.388571429"
"WGN63","D",52,103,"WGN63C52",1207,"STP",2017,1,18,1,NA,"9.7","3.958677686"
"WGN63","D",52,103,"WGN63C52",2492,"STP",2017,2,37,13,NA,"9.7","4.1765625"
"WGN63","C",52,104,"WGN63D52",1272,"STP",2017,1,23,5,"self",NA,NA
"WGN63","C",52,104,"WGN63D52",2557,"STP",2017,2,61,26,"self",NA,NA
"WGN63","D",53,105,"WGN63C53",1208,"STP",2017,1,7,3,NA,"8.8","4.013114754"
"WGN63","D",53,105,"WGN63C53",2493,"STP",2017,2,53,42,NA,"8.9","3.884297521"
"WGN63","C",53,106,"WGN63D53",1273,"STP",2017,1,10,16,NA,"8.5","4.333928571"
"WGN63","C",53,106,"WGN63D53",2558,"STP",2017,2,64,23,NA,NA,NA
"WGN63","D",54,107,"WGN63C54",1209,"STP",2017,1,8,10,NA,"10.2","3.157627119"
"WGN63","D",54,107,"WGN63C54",2494,"STP",2017,2,45,22,NA,"10.4","3.391935484"
"WGN63","C",54,108,"WGN63D54",1274,"STP",2017,1,29,30,"self",NA,NA
"WGN63","C",54,108,"WGN63D54",2559,"STP",2017,2,36,12,"self",NA,NA
"WGN63","D",55,109,"WGN63C55",1210,"STP",2017,1,26,36,NA,"8.4","2.954545455"
"WGN63","D",55,109,"WGN63C55",2495,"STP",2017,2,63,13,NA,"8.4","2.358"
"WGN63","C",55,110,"WGN63D55",1275,"STP",2017,1,7,11,NA,"9","2.891489362"
"WGN63","C",55,110,"WGN63D55",2560,"STP",2017,2,49,12,NA,"8.8","1.955555556"
"WGN63","D",56,111,"WGN63C56",1211,"STP",2017,1,6,23,NA,"9.9","2.847272727"
"WGN63","D",56,111,"WGN63C56",2496,"STP",2017,2,39,29,NA,"9.4","2.85"
"WGN63","C",56,112,"WGN63D56",1276,"STP",2017,1,27,15,NA,"8.8","4.4375"
"WGN63","C",56,112,"WGN63D56",2561,"STP",2017,2,42,33,NA,"9.8","4.402985075"
"WGN63","D",57,113,"WGN63C57",1212,"STP",2017,1,32,13,"self",NA,NA
"WGN63","D",57,113,"WGN63C57",2497,"STP",2017,2,44,40,"self",NA,NA
"WGN63","C",57,114,"WGN63D57",1277,"STP",2017,1,13,42,NA,"9.9","4.61328125"
"WGN63","C",57,114,"WGN63D57",2562,"STP",2017,2,61,34,NA,"8.3","4.2"
"WGN63","D",58,115,"WGN63C58",1213,"STP",2017,1,7,12,NA,"10.8","2.793650794"
"WGN63","D",58,115,"WGN63C58",2498,"STP",2017,2,36,38,NA,"10.2","2.896825397"
"WGN63","C",58,116,"WGN63D58",1278,"STP",2017,1,15,17,NA,"9.3","4.805357143"
