"height","reproductive_tiller_ct","florets_per_spikelet","emergence_percent","stem_diameter","yield_per_plant","floret_site_utilization","spikelet_density","yield_per_spike","thousand_grain_weight","spikelets_per_spike","merge_col","flag_leaf_area","anthesis_score"
"135","175","5.333333333","0.425531915","1.693333333",NA,"0.661363636","0.936170213","0.485569","6.72",22,"WGN55D45_STP_2018_1",10.8,8
"150","92","6.666666667","0.693877551","1.616666667","49.588708","0.621268657","0.911564626","0.7381348","8.214",22.3333333333333,"WGN36D32_STP_2018_1",17.1,7
"150","184","5.666666667","0.206896552","1.886666667","40.3965","0.428823529","0.689655172","0.41125","9.789",20,"WGN39D05_STP_2018_1",15.3,6
"155","167","6","0.311688312","1.916666667","67.995148","0.64140625","0.831168831","0.6047548","7.424",21.3333333333333,"WGN55C03_STP_2018_1",13.5,7
"150","166","6","0.444444444","1.82","48.0612","0.680952381","0.777777778","0.59004","9.236",21,"WGN26C47_STP_2018_1",12.8,7
"135","145","7","0.390532544","1.613333333","44.663938","0.677472527","0.615384615","0.6013018","8.833",17.3333333333333,"WGN26D29_STP_2018_1",13.6,6
"140","207","6.666666667","0.338028169","1.46","63.66269","0.593035714","0.788732394","0.504959","7.563",18.6666666666667,"WGN55D44_STP_2018_1",13.5,6
"105","136","7","0.535714286","1.316666667","53.921088","0.528571429","1.071428571","0.4837248","6.41",20,"WGN07D41_STP_2018_1",13.5,8
"130","31","5.666666667","0.322147651","1.956666667","6.059766","0.786554622","0.563758389","0.4683906","8.517",14,"WGN07C22_STP_2018_1",17.1,6
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGN36C51_STP_2018_1",NA,NA
"120","118","5.666666667","0.133333333","1.93","41.14192","0.532720588","0.711111111","0.542192","8.9",21.3333333333333,"WGN38C60_STP_2018_1",11.2,6
"85","74","8.666666667","0.96","1.606666667",NA,"0.510989011","1.008","0.5061915","6.045",21,"WGN07P01_STP_2018_1",16.5,8
"130","247","5.333333333","0.410958904","1.453333333","61.05856","0.601875","0.821917808","0.48312","8.867",20,"WGN15D61_STP_2018_1",7.8,6
"140","172","8","0.585365854","1.816666667","69.24132","0.549193548","0.756097561","0.722362","8.541",20.6666666666667,"WGN46D50_STP_2018_1",13,8
"125","113","6","0.797468354","1.803333333","44.870498","0.690178571","0.708860759","0.6191768","8.792",18.6666666666667,"WGN15C28_STP_2018_1",6,9
"135","79","5","0.518518519","2.113333333","36.165696","0.779104478","0.827160494","0.7468916","8.727",22.3333333333333,"WGN59P01_STP_2018_1",11.2,8
"145","126","5","0.269230769","1.8","46.69677","0.902903226","0.794871795","0.720807","8.532",20.6666666666667,"WGN26C12_STP_2018_1",10.4,7
"150","213","5.333333333","0.477272727","1.77","71.68158","0.65078125","0.818181818","0.715998","9.779",24,"WGN63C45_STP_2018_1",16.2,6
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGN45C46_STP_2018_1",NA,NA
"130","209","4.666666667","0.118421053","1.763333333","69.13599","0.5325","0.789473684","0.459834","10.5",20,"WGN63D62_STP_2018_1",10.8,6
"135","208","6.666666667","0.452830189","1.66","91.913415","0.54986631","0.855345912","0.664385","8.771",22.6666666666667,"WGN46C04_STP_2018_1",10.4,8
"135","121","6.666666667","0.529411765","1.656666667","65.190255","0.722608696","0.811764706","0.9291505","8.915",23,"WGN36C29_STP_2018_1",13.6,8
"135","149","5.333333333","0.671328671","1.613333333","57.51095","0.734711538","0.909090909","0.693195","8.483",21.6666666666667,"WGN45D62_STP_2018_1",15.3,9
"125","138","6.333333333","0.820512821","1.416666667","45.716","0.65951417","0.888888889","0.5666","8.209",17.3333333333333,"WGN46D10_STP_2018_1",13.5,8
"125","195","6.666666667","0.350649351","1.84","94.2242","0.675","0.779220779","0.74962","9.368",20,"WGN39C20_STP_2018_1",20.9,8
"130","204","5","0.679245283","1.486666667","62.934612","0.681","0.754716981","0.4919252","7.684",20,"WGN45C35_STP_2018_1",8.4,9
"130","146","6.666666667","0.595419847","1.783333333","37.94291","0.708041958","0.79389313","0.701591818","10.741",17.3333333333333,"WGN39D18_STP_2018_1",18.9,8
NA,NA,"8",NA,"1.53",NA,"0.632608696","0.696969697","0.5671175","7.753",15.3333333333333,"WGN45D61_STP_2018_1",NA,NA
"125","112","6.666666667","0.6375","1.773333333","43.673915","1.152169811","0.6625","1.0774915","9.427",17.6666666666667,"WGN36D55_STP_2018_1",16,6
"110","120","7","0.626865672","1.736666667","55.291005","0.592722372","0.791044776","0.6139505","9.448",17.6666666666667,"WGN07D09_STP_2018_1",7.7,8
"140","123","7.333333333","0.471910112","2.243333333","41.93434","0.502751196","0.853932584","0.630834","7.229",25.3333333333333,"WGN39C01_STP_2018_1",13.5,8
"125","134","7.333333333","0.656934307","1.69","48.6477","0.674614065","0.773722628","0.62457","9.137",17.6666666666667,"WGN46C63_STP_2018_1",13.5,9
"120","97","7","0.569620253","1.826666667","30.897496","0.589285714","0.759493671","0.6077316","8.019",20,"WGN36C08_STP_2018_1",16,7
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGN59P01_STP_2018_1",NA,NA
"125","85","8","0.512195122","1.706666667","31.47553","0.522115385","0.792682927","0.601303","7.338",21.6666666666667,"WGN36D01_STP_2018_1",12,8
"120","171","6","0.642857143","1.583333333","75.166052","0.690983607","0.871428571","0.6529692","8.038",20.3333333333333,"WGN38C03_STP_2018_1",12.8,8
"135","121","7.333333333","0.591549296","1.736666667","32.031215","0.53459168","0.830985915","0.5229365","7.127",19.6666666666667,"WGN15C58_STP_2018_1",13.6,8
"145","136","7.333333333","0.786885246","1.853333333","70.93578","0.636612702","1.196721311","0.939468","8.16",24.3333333333333,"WGN55C18_STP_2018_1",11.2,9
"105","51","7.666666667","0.671052632","2.303333333","15.07283","0.51552795","0.828947368","0.577053","7.348",21,"WGN46C22_STP_2018_1",12,9
"135","126","7.333333333","0.4","1.833333333","47.35831","0.5546875","1.066666667","0.59849","7.13",21.3333333333333,"WGN55P01_STP_2018_1",12.6,8
"140","61","7.666666667","0.569620253","2.043333333","21.71531","0.565954311","0.746835443","0.64419","8.068",19.6666666666667,"WGN26C34_STP_2018_1",14.4,8
"125","85","6.666666667","0.428571429","1.856666667","33.087508","0.702857143","0.9","0.7390878","8.559",21,"WGN46D64_STP_2018_1",9.8,9
"145","144","7.333333333","0.591549296","1.853333333","38.856085","0.525782414","0.85915493","0.6939985","9.803",20.3333333333333,"WGN63D03_STP_2018_1",15.2,8
"150","106","6.666666667","0.15","2.056666667","36.9958","0.515915493","0.8875","0.64699","8.697",23.6666666666667,"WGN55D53_STP_2018_1",14.4,6
"120","102","6.333333333","0.590909091","1.793333333","15.01534","0.346153846","0.787878788","0.327414","9.802",17.3333333333333,"WGN39C41_STP_2018_1",9.9,8
"100","59","7","0.634146341","1.393333333","9.10731","0.453262787","0.87804878","0.356351111","6",18,"WGN07D14_STP_2018_1",13.6,8
"135","156","5.666666667","0.493670886","1.826666667","32.46647","0.641369335","0.772151899","0.659817","12.484",20.3333333333333,"WGN63D46_STP_2018_1",12.6,6
"130","73","6.333333333","0.52173913","1.7","21.51942","0.495215311","0.797101449","0.468402","9.612",18.3333333333333,"WGN15D06_STP_2018_1",8.4,9
"140","90","6.666666667","0.728571429","1.726666667","35.368395","0.675","1.014285714","0.8320295","8.167",23.6666666666667,"WGN55C19_STP_2018_1",10.5,9
"130","103","8.666666667","0.657534247","1.94","38.93705","0.571282051","1.02739726","0.793472222","6.722",25,"WGN07C60_STP_2018_1",12,9
"145","132","6.333333333","0.514285714","1.843333333","74.41743","0.616620499","0.814285714","0.700243","9.439",19,"WGN63C35_STP_2018_1",16.2,8
"145","68","8.333333333","0.45","2.03","30.435515","0.643728814","0.7375","0.7987365","8.265",19.6666666666667,"WGN26D51_STP_2018_1",20.4,6
"130","107","7","0.695652174","1.873333333","52.52453","0.702857143","0.797101449","0.823433","9.972",18.3333333333333,"WGN38D15_STP_2018_1",16.2,7
"115","125","8.666666667","0.529411765","1.976666667","66.967493","0.528902715","1","0.7297043","7.071",22.6666666666667,"WGN46D15_STP_2018_1",12.6,7
"145","203","5.666666667","0.214285714","1.95","47.468115","0.483823529","0.857142857","0.6074365","10.05",24,"WGN63C24_STP_2018_1",9.6,6
"140","36","6.666666667","0.633802817","1.783333333","14.46076","0.698606557","0.85915493","0.751556","8.894",20.3333333333333,"WGN45C56_STP_2018_1",10.5,8
"135","170","7.333333333","0.633802817","1.866666667",NA,"0.584305317","0.746478873","0.547825","8.145",17.6666666666667,"WGN15C36_STP_2018_1",10.5,8
"150","94","7.333333333","0.264705882","1.713333333","34.93067","0.608429752","0.808823529","0.623807","7.975",18.3333333333333,"WGN63D41_STP_2018_1",9.1,7
"140","151","6.666666667","0.652173913","1.893333333","87.502092","0.74915493","1.028985507","0.9226872","8.281",23.6666666666667,"WGN55D10_STP_2018_1",13.6,9
"155","96","9","0.211764706","2.1","44.295","0.505454545","0.647058824","0.7145","9.281",18.3333333333333,"WGN26C31_STP_2018_1",19,6
"120","126","6.333333333","0.202702703","1.623333333","22.51508","0.321160043","0.662162162","0.23302","7.739",16.3333333333333,"WGN36C54_STP_2018_1",11.7,6
"145","139","7","0.455696203","1.66","56.78728","0.54244898","0.886075949","0.690148","8.676",23.3333333333333,"WGN38C68_STP_2018_1",17.1,8
"135","128","6.666666667","0.527027027","1.966666667","48.84061","0.392142857","0.851351351","0.477691","9.657",21,"WGN39D44_STP_2018_1",14,7
"130","165","7.666666667","0.540983607","1.596666667","52.062241","0.445720109","1.049180328","0.4942971","7.382",21.3333333333333,"WGN07C11_STP_2018_1",12.6,9
"150","142",NA,NA,NA,NA,NA,NA,NA,"8.393",NA,"WGN39D62_STP_2018_1",15,6
"115","35","7","0.089552239","1.66","7.01428","0.501623377","0.656716418","0.351748","8.569",14.6666666666667,"WGN26D08_STP_2018_1",11.9,6
NA,NA,"6.666666667","0.652173913","1.376666667",NA,"0.417857143","0.608695652","0.184333333","7.183",9.33333333333333,"WGN45D09_STP_2018_1",10.4,8
"135","215","5.666666667","0.434782609","1.713333333","64.498785","0.457302231","0.84057971","0.4374385","9.134",19.3333333333333,"WGN15D48_STP_2018_1",12,8
"140","174","6.666666667","0.545454545","1.623333333","78.14999","0.614210526","0.863636364","0.699079","9.868",19,"WGN45C54_STP_2018_1",17,8
"140","151","5.333333333","0.6375","1.996666667","54.004295","0.837021531","0.7125","0.752626818","9.125",19,"WGN39D50_STP_2018_1",19,8
"145","189","7","0.573529412","1.826666667","62.48249","0.617142857","0.808823529","0.776574","10.24",18.3333333333333,"WGN63C27_STP_2018_1",16,8
"115","185","5.666666667","0.346153846","1.386666667","32.688135","0.447249345","1.096153846","0.303779615","6.576",19,"WGN07C15_STP_2018_1",8.8,6
"140","135","9","0.728571429","1.836666667","13.18036","0.509313725","0.971428571","0.758346","7.662",22.6666666666667,"WGN46C64_STP_2018_1",13.6,8
"145","148","6","0.529411765","1.673333333","59.60822","0.901372213","0.623529412","0.661674545","7.451",17.6666666666667,"WGN39C08_STP_2018_1",17,8
"145","137","6.666666667","1.112903226","1.603333333","52.693125","0.651083591","0.919354839","0.643083824","8.102",19,"WGN15C50_STP_2018_1",14.4,9
"115","35","4.666666667","0.492537313","1.336666667","3.786","0.542410714","0.71641791","0.213","5.439",16,"WGN36C15_STP_2018_1",10.8,8
"135","227","5.666666667","0.887323944","1.616666667","82.103947","0.661029412","0.845070423","0.593298083","8.14",20,"WGN15C60_STP_2018_1",10.2,9
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGN45C39_STP_2018_1",8.4,8
"120","91","7","0.802816901","1.733333333","40.422044","0.599173554","0.929577465","0.654145818","7.3",22,"WGN46D51_STP_2018_1",13.5,9
"150","157","6.666666667","0.359281437","1.663333333",NA,"0.628890601","0.706586826","0.602847727","7.905",19.6666666666667,"WGN36C59_STP_2018_1",10.8,7
"140","209","6.333333333","0.79338843","1.696666667","86.079174","0.738086124","0.909090909","0.6046174","7.14",18.3333333333333,"WGN55D63_STP_2018_1",9.6,9
"145","154","5.333333333","0.496240602","1.493333333","38.5447","0.714886364","0.827067669","0.57669","8.525",18.3333333333333,"WGN63D48_STP_2018_1",9.8,7
"140","143","7","0.954545455","1.773333333","44.60868","0.63793911","0.924242424","0.664678","7.778",20.3333333333333,"WGN46D34_STP_2018_1",9,9
"130","97","6.333333333","0.45","1.773333333","38.363305","0.55112782","0.7875","0.6103405","9.729",21,"WGN36D54_STP_2018_1",14.4,6
"135","92","9.333333333","0.610778443","1.963333333","28.583","0.475178571","0.718562874","0.6523","7.892",20,"WGN15D29_STP_2018_1",9.6,6
"130","84","7.333333333","0.496815287","1.76","30.081606","0.569117647","0.866242038","0.6916226","7.632",22.6666666666667,"WGN36D05_STP_2018_1",12.6,8
"140","210","5.666666667","0.434210526","1.75","24.33288","0.573083779","0.710526316","0.46423","9.919",18,"WGN63D01_STP_2018_1",11.2,8
"145","191","7","0.633802817","1.666666667","68.283533","0.560774818","0.830985915","0.7336923","9.342",19.6666666666667,"WGN55D07_STP_2018_1",18.9,8
"130","70","7.333333333","0.607594937","1.89","24.6381","0.64017199","0.936708861","0.83436","9.694",24.6666666666667,"WGN07D29_STP_2018_1",7.7,7
"135","206","8.333333333","0.45","1.8","66.60652","0.519361393","0.6625","0.526255385","7.61",17.6666666666667,"WGN15P01_STP_2018_1",13.3,8
"130",NA,"7.333333333","0.574850299","1.906666667",NA,"0.505384615","0.778443114","0.6655972","8.836",21.6666666666667,"WGN59P01_STP_2018_1",9.6,8
"145","97","7.333333333","0.713286713","1.783333333","51.838219","0.612316716","0.867132867","0.8075659","9.18",20.6666666666667,"WGN45C62_STP_2018_1",16.2,8
"100","40","6.333333333","0.696428571","1.256666667","5.939936","0.522622345","1.017857143","0.309717333","6.031",19,"WGN07D61_STP_2018_1",6.6,8
"130","200","4.666666667","0.042553191","2.23","39.19612","0.411635945","0.879432624","0.359832","11.208",20.6666666666667,"WGN39C39_STP_2018_1",9.6,6
"135","119","7.333333333","0.530612245","1.52","20.59295","0.514184953","0.789115646","0.536945","9.148",19.3333333333333,"WGN15D50_STP_2018_1",12.8,8
"135","123","6.333333333","0.4875","1.79","49.214256","0.524893314","0.925","0.6433856","8.378",24.6666666666667,"WGN45D07_STP_2018_1",16.2,9
"140","179","5.333333333","0.56","1.74","62.412075","0.617045455","0.88","0.5055925","8.082",22,"WGN26C35_STP_2018_1",9.8,9
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGN46C46_STP_2018_1",NA,NA
"145","107","7.666666667","0.549019608","1.806666667","69.517819","0.559186536","0.810457516","0.8371809","9.52",20.6666666666667,"WGN45D57_STP_2018_1",21.6,8
"135","231","6","0.205479452","1.383333333","54.0688","0.383333333","0.821917808","0.39386","11.244",20,"WGN63C04_STP_2018_1",9,6
"120","112","7.333333333","0.525547445","1.49","41.753555","0.557302534","0.890510949","0.6141605","8.087",20.3333333333333,"WGN07C54_STP_2018_1",12,8
"130","187","7.666666667","0.397350993","1.806666667","84.302625","0.627486555","0.80794702","0.756620455","8.289",20.3333333333333,"WGN39D52_STP_2018_1",13,7
"165","171","6.666666667","0.502994012","1.183333333","68.389535","0.487394366","0.850299401","0.5802635","7.975",23.6666666666667,"WGN55C24_STP_2018_1",16.2,8
"125","38","5.666666667","0.338028169","1.77","13.106562","0.725904977","0.732394366","0.6147502","9.261",17.3333333333333,"WGN26D06_STP_2018_1",7.8,8
"150","205","5.333333333","0.45","1.686666667","66.75064","0.664772727","0.8125","0.53144","7.642",21.6666666666667,"WGN55C06_STP_2018_1",16.2,8
"110","18","5.666666667","0.461538462","2.096666667",NA,"0.273029967","0.741258741","0.174658889","8",17.6666666666667,"WGN38C08_STP_2018_1",6.5,7
NA,NA,"6.666666667","0.631578947","1.533333333",NA,"0.494594595","0.778947368","0.274507333","7.013",12.3333333333333,"WGN26D60_STP_2018_1",11.2,8
"135","177",NA,"0.75","1.773333333","104.688055",NA,"0.890625","0.608892083","8.976",19,"WGN46C17_STP_2018_1",10.5,9
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGN26C59_STP_2018_1",NA,9
"120","90","7.333333333","0.610778443","1.703333333","43.827448","0.620885278","0.706586826","0.719475273","8.356",19.6666666666667,"WGN38C58_STP_2018_1",14.4,7
"115","128","6.666666667","0.159574468","1.7","56.672","0.601615385","0.691489362","0.64856","9.2",21.6666666666667,"WGN38D06_STP_2018_1",15.3,6
"145","193","6.666666667","0.335195531","2.103333333","76.50786","0.708169533","0.826815642","0.78676","7.911",24.6666666666667,"WGN39D26_STP_2018_1",17.6,6
"140","180","5.333333333","0.450867052","1.71","69.93064","0.72375","0.693641618","0.658008","9.219",20,"WGN36C55_STP_2018_1",14.4,6
"145","158","5.333333333","0.416666667","1.643333333","68.35978","0.668326271","0.819444444","0.658048","9.852",19.6666666666667,"WGN55D16_STP_2018_1",13.5,8
"135","145","6","0.375","1.446666667","46.9053","0.615384615","0.8125","0.458926","7.208",17.3333333333333,"WGN45D58_STP_2018_1",14.4,8
"125","146","5.666666667","0","1.42","2.5461","0.084451619","0.85483871","0.033172727","4.718",17.6666666666667,"WGN63D52_STP_2018_1",8.4,6
"135","141","7","0.545454545","1.596666667","27.779798","0.354421769","0.818181818","0.3298538","7.5",21,"WGN38C14_STP_2018_1",16.2,7
"125","115","7.666666667","0.818181818","2.066666667","41.22225","0.557344301","1.121212121","0.72299","7.161",24.6666666666667,"WGN46D22_STP_2018_1",16.2,9
"135","125","8","0.568047337","1.886666667","43.7228","0.601190476","0.74556213","0.8292","9.569",21,"WGN38D25_STP_2018_1",16.2,8
"120","95","5.666666667","0.831683168","1.08","26.285","0.567820069","1.00990099","0.4315","8.061",17,"WGN15C52_STP_2018_1",10.4,9
"140","153","5.666666667","0.6","1.593333333","58.995575","0.6625","1.028571429","0.7140075","8.092",24,"WGN46C12_STP_2018_1",15.3,8
"140","219","6","0.481481481","1.623333333","65.606438","0.544852941","0.839506173","0.6902478","9.153",22.6666666666667,"WGN39D59_STP_2018_1",20,8
"145","184","5.666666667","0.583333333","1.62","87.99646","0.852108355","0.847222222","0.834023636","8.212",20.3333333333333,"WGN55C10_STP_2018_1",13.6,9
"105","90","6.666666667","0.7","1.553333333","23.083541","0.39796875","1.066666667","0.4120601","7.982",21.3333333333333,"WGN07D23_STP_2018_1",10.4,8
"140","157","6","0.625766871","1.986666667","47.56494","0.640151515","0.809815951","0.753034","10.164",22,"WGN63C20_STP_2018_1",13.5,8
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGN26D63_STP_2018_1",11.2,8
"135","58","6.333333333","0.52","1.916666667","21.73895","0.591126577","0.88","0.702036364","8.763",22,"WGN59P01_STP_2018_1",9.1,8
"145","84","7.333333333","0.409090909","2.336666667","44.63455","0.60566706","0.636363636","0.783495455","11.189",18.6666666666667,"WGN26D14_STP_2018_1",17.1,6
"125","91","5.666666667","0.762711864","1.663333333",NA,"0.432657201","0.983050847","0.326405","7.523",19.3333333333333,"WGN39C17_STP_2018_1",8.4,8
"135","72","6.666666667","0.581818182","2.166666667","26.46735","0.622384615","0.787878788","0.738465","9.768",21.6666666666667,"WGN36C18_STP_2018_1",10.8,6
"120","146","7.333333333","0.737704918","2.096666667","77.93123","0.775270184","1.06557377","0.935570909","7.897",21.6666666666667,"WGN46P01_STP_2018_1",12.6,9
"100","108","7","0.622641509","1.413333333","26.64881","0.453864169","1.150943396","0.430001","7.098",20.3333333333333,"WGN07C45_STP_2018_1",12,8
"125","115","7.333333333","0.467532468","1.92","40.51784","0.711363636","0.779220779","0.704471111","9.762",20,"WGN38C51_STP_2018_1",11.2,8
"130","89","4.666666667","0.710526316","1.613333333","26.133035","0.610283159","0.802631579","0.409312273","7.722",20.3333333333333,"WGN55C26_STP_2018_1",9.6,8
"135","195","6.666666667","0.551724138","1.876666667","70.6515","0.705714286","0.724137931","0.74925","8.392",21,"WGN15D16_STP_2018_1",12,8
"140","190","6.333333333","0.666666667","1.806666667","73.49302","0.668571429","1.111111111","0.763002","8.307",23.3333333333333,"WGN55D59_STP_2018_1",17.1,9
"120","138","8","0.791666667","2.056666667","52.38142","0.522619048","0.875","0.635362","8.776",21,"WGN38D24_STP_2018_1",11.2,8
"155","211","7","0.434210526","1.86","81.2345","0.623976024","0.855263158","0.775818182","10.351",21.6666666666667,"WGN63C32_STP_2018_1",14.4,6
"145","165","7.333333333","0.685714286","1.8","56.276705","0.663009404","0.828571429","0.7293355","8.281",19.3333333333333,"WGN26C53_STP_2018_1",11.2,8
"120","169","6.333333333","0.28125","1.88","58.77812","0.576269075","1.015625","0.568270769","7.225",21.6666666666667,"WGN07C44_STP_2018_1",8.4,8
"135","173","6.333333333","0.32","1.88","34.88799","0.532972748","0.92","0.49179","8.244",23,"WGN36D09_STP_2018_1",12,7
"145","116","6.333333333","0.75","1.806666667","56.79059","0.655573806","1.046875","0.756335455","8.429",22.3333333333333,"WGN46C52_STP_2018_1",14,9
"130",NA,"4.666666667","0.523489933","1.416666667","32.97658","0.644613583","0.818791946","0.492765","8.554",20.3333333333333,"WGN15D37_STP_2018_1",6.5,6
"110",NA,"5.333333333","0.214285714","1.57","9.79878","0.485586735","0.875","0.281513","7.463",16.3333333333333,"WGN45C26_STP_2018_1",10.5,6
"120",NA,"7","0.639344262","1.906666667","61.958565","0.585714286","1.032786885","0.6345905","8.047",21,"WGN46D36_STP_2018_1",13.5,8
"145",NA,"8.333333333","0.4125","1.65","28.73204","0.504285714","0.7875","0.64672","8.195",21,"WGN26C22_STP_2018_1",16.8,8
"145",NA,"6.666666667","0.648648649","1.713333333","67.78376","0.633648649","1","0.775786","7.823",24.6666666666667,"WGN36D49_STP_2018_1",11.2,8
"135",NA,"7","0.559006211","2.046666667","95.63752","0.554621849","0.844720497","0.685144286","8.071",22.6666666666667,"WGN39C48_STP_2018_1",18.7,8
"115",NA,"6.333333333","0.784615385","1.443333333","50.0669","0.726028708","0.846153846","0.640718","7.864",18.3333333333333,"WGN36D11_STP_2018_1",9.8,8
"120",NA,"6","0.369230769","1.53","86.181264","0.640163934","0.938461538","0.5728424","7.338",20.3333333333333,"WGN07D47_STP_2018_1",18,8
"110",NA,"5.666666667","0.553846154","1.586666667",NA,"0.683600713","0.830769231","0.493200909","7.39",18,"WGN45D12_STP_2018_1",12.8,9
"135",NA,"6.333333333","0.408163265","1.773333333","23.948937","0.577761305","0.965986395","0.6930147","8.5",23.6666666666667,"WGN45C65_STP_2018_1",10.4,8
"145",NA,"6.333333333","0.3","1.993333333","61.498905","0.48618614","0.885714286","0.602905","11.219",20.6666666666667,"WGN63D08_STP_2018_1",16,6
"115","104","7.333333333","0.636363636","2.07","57.01732","0.718046133","1.015151515","0.811177","7.691",22.3333333333333,"WGN46P01_STP_2018_1",18,9
"140","203","5.333333333","0.666666667","1.716666667","84.971125","0.731689453","0.948148148","0.625922917","8.114",21.3333333333333,"WGN55D56_STP_2018_1",11.2,9
"130","166","6.333333333","0.725806452","1.316666667","38.058465","0.573783515","0.85483871","0.4675165","8.033",17.6666666666667,"WGN36D07_STP_2018_1",12,9
"120","141","5.333333333","0.540540541","1.4","33.32417","0.592708333","1.081081081","0.379161111","5.958",20,"WGN07C20_STP_2018_1",10.4,8
"145","148","7","0.72611465","1.603333333","66.25405","0.627731092","0.866242038","0.80438","8.104",22.6666666666667,"WGN38D14_STP_2018_1",15.2,9
"135","146","7.666666667","0.458598726","1.633333333","76.34579","0.521118012","0.802547771","0.670949","9.155",21,"WGN36C12_STP_2018_1",11.2,8
"135","66","6.666666667","0.043478261","1.506666667","21.41874","0.555576923","0.753623188","0.526969","8.641",17.3333333333333,"WGN15C65_STP_2018_1",9,6
"145","130","6","0.477272727",NA,"59.0772","0.71","0.625","0.73255","11.234",18.3333333333333,"WGN26D34_STP_2018_1",15.3,8
"145","191","6","0.163265306","1.676666667","45.85416","0.570634921","0.857142857","0.601656","8.909",21,"WGN63C22_STP_2018_1",9.6,6
"135","163","5","0.619047619","1.45","64.84547","0.773731343","1.063492063","0.622837","7.356",22.3333333333333,"WGN55C17_STP_2018_1",12,8
"145","102","6.333333333","0.275862069","2.08","37.80081","0.737266553","0.712643678","0.726946","9.485",20.6666666666667,"WGN39D55_STP_2018_1",15,6
"130","135","5.666666667","0.732824427","1.826666667","59.188899","0.696504689","1.053435115","0.664334333","8.271",23,"WGN46C62_STP_2018_1",11.2,9
"150","161","7","0.608108108","1.91","63.97441","0.706791569","0.824324324","0.749131","7.8",20.3333333333333,"WGN45D08_STP_2018_1",21,9
"135","39","5.333333333","0.538461538","1.693333333","81.476245","0.695789866","0.782051282","0.638190455","9.209",20.3333333333333,"WGN59P01_STP_2018_1",10.5,8
"135","149","7.333333333","0.397350993","1.523333333","41.40736","0.551967436","0.887417219","0.660376","9.384",22.3333333333333,"WGN38D19_STP_2018_1",12.8,6
"130","101","7.666666667","0.53164557","1.506666667","36.11019","0.615967016","0.734177215","0.648639","7.638",19.3333333333333,"WGN26C40_STP_2018_1",17.1,7
"130","140","7.333333333","1.016949153","1.426666667","58.65687","0.515986133","1","0.607139167","8.918",19.6666666666667,"WGN46D58_STP_2018_1",19.8,9
"140","154","6","0.718309859","1.413333333","50.7751","0.60446571","0.802816901","0.539190909","8.914",19,"WGN45C38_STP_2018_1",16.2,8
"135","205","5.666666667","0.48447205","1.473333333","66.180545","0.683888218","0.770186335","0.538185909","7.585",20.6666666666667,"WGN07D33_STP_2018_1",10.5,8
"140","51","7.666666667","0.4","1.973333333","19.671807","0.549705422","0.588888889","0.596477909","8.933",17.6666666666667,"WGN26D07_STP_2018_1",12.8,7
"140","144","6.666666667","0.633802817","1.896666667","74.936514","0.599780059","0.873239437","0.694455818","9.015",20.6666666666667,"WGN55D04_STP_2018_1",12,9
"135","166","5.666666667","0.556291391","1.63","90.044055","0.73650519","0.900662252","0.7452575","8.568",22.6666666666667,"WGN07C64_STP_2018_1",15,8
"125","85","5.666666667","0.612244898","1.64","23.460407","0.611229947","0.74829932","0.5315007","8.953",18.3333333333333,"WGN36D52_STP_2018_1",9,6
"95","89","6.666666667","0.666666667","1.746666667","45.804","0.799206349","1","0.723777778","6.69",21,"WGN07D59_STP_2018_1",16.5,6
"135","115","7.666666667","0.684563758","1.716666667","52.892675","0.572670807","0.845637584","0.7186375","9.521",21,"WGN36C05_STP_2018_1",18.7,7
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGN26C65_STP_2018_1",7.5,8
"145","195","6.333333333","0.514285714","1.523333333","51.8872","0.472932331","0.9","0.53167","11.311",21,"WGN15C42_STP_2018_1",11.2,8
"145","202","4.666666667","0.201342282","1.63","69.77346","0.619897959","0.751677852","0.500971","9.581",18.6666666666667,"WGN63D38_STP_2018_1",9.1,6
NA,NA,"8.333333333",NA,"1.403333333",NA,"0.669","0.711111111","0.61098","8.485",16,"WGN39D64_STP_2018_1",NA,NA
"135","169","5.666666667","0.738461538","1.58","38.920675","0.682146543","0.876923077","0.482958333","7.4",19,"WGN15D03_STP_2018_1",5,8
"150","212","6.333333333","0.509803922","1.7","71.857778","0.54981203","0.732026144","0.5078718","7.656",18.6666666666667,"WGN63D43_STP_2018_1",12.8,8
"120","79","7.666666667","0.53164557","1.83","32.38826","0.526367461","0.784810127","0.710451","9.359",20.6666666666667,"WGN38C67_STP_2018_1",11.7,7
"150","205","6.666666667","0.437956204","1.766666667","89.62412","0.565227273","0.96350365","0.652422","8.469",22,"WGN55C05_STP_2018_1",13.5,8
"140","139","6.333333333","0.4875","1.82","70.044335","0.692141312","0.9125","0.793581667","7.355",24.3333333333333,"WGN46C16_STP_2018_1",13.5,8
