famID	emmean	SE	df	lower.CL	upper.CL	.group
WGN07	120.06050176031	0.479950335642172	1126	119.118804153259	121.002199367362	 A     
WGN38	130.148514851484	0.540860321942609	1126	129.08730740334	131.209722299628	  B    
WGN46	132.418699186992	0.491411305432507	1126	131.454514320271	133.382884053713	  B    
WGN36	135.301666768656	0.496643402360896	1126	134.327216145686	136.276117391627	   C   
WGN26	136.602677860442	0.508727501899451	1126	135.604517351732	137.600838369152	   CD  
WGN45	136.656329224235	0.537640496619436	1126	135.601439308504	137.711219139967	   CD  
WGN39	137.73807763271	0.476036672619326	1126	136.804058918305	138.672096347114	    D  
WGN15	137.991846037155	0.483754607645815	1126	137.042684170623	138.941007903686	    D  
WGN55	140.218218757481	0.477883093928763	1126	139.280577229632	141.15586028533	     E 
WGN63	145.731689282287	0.485753553055928	1126	144.778605338887	146.684773225686	      F
