plantID3	famID	emmean	SE	df	lower.CL	upper.CL
1	WGN07	105.000000000024	4.0604583833075	1122	97.0330535733248	112.966946426723
2	WGN07	107.500000000008	4.0604583833096	1122	99.5330535733043	115.466946426711
3	WGN07	102.500000000009	4.06045838331009	1122	94.5330535733051	110.466946426714
4	WGN07	92.4999999999961	4.06045838330999	1122	84.5330535732919	100.4669464267
5	WGN07	110.000000000001	4.0604583833098	1122	102.033053573298	117.966946426705
6	WGN07	97.5000000000012	4.06045838330997	1122	89.5330535732971	105.466946426705
7	WGN07	107.500000000001	4.06045838330998	1122	99.5330535732964	115.466946426705
8	WGN07	120.000000000001	4.06045838330995	1122	112.033053573296	127.966946426705
9	WGN07	125.000000000001	4.06045838331006	1122	117.033053573297	132.966946426706
10	WGN07	85.0000000000009	4.06045838330992	1122	77.0330535732969	92.966946426705
11	WGN07	105	4.06045838331	1122	97.0330535732961	112.966946426704
12	WGN07	90.0000000000006	4.06045838330999	1122	82.0330535732965	97.9669464267048
13	WGN07	102.500000000001	4.06045838331004	1122	94.5330535732968	110.466946426705
14	WGN07	112.500000000001	4.0604583833101	1122	104.533053573297	120.466946426705
15	WGN07	97.5000000000004	4.06045838330999	1122	89.5330535732962	105.466946426705
16	WGN07	102.5	4.06045838330998	1122	94.5330535732956	110.466946426704
17	WGN07	105.000000000001	4.06045838331004	1122	97.0330535732963	112.966946426705
18	WGN07	90.0000000000005	4.06045838331007	1122	82.0330535732962	97.9669464267048
20	WGN07	80.0000000000005	4.06045838331001	1122	72.0330535732963	87.9669464267047
21	WGN07	110.000000000001	4.06045838331003	1122	102.033053573297	117.966946426705
22	WGN07	115.000000000002	4.06045838330998	1122	107.033053573297	122.966946426706
23	WGN07	122.500000000002	4.06045838331006	1122	114.533053573298	130.466946426706
24	WGN07	87.5000000000002	4.06045838331002	1122	79.533053573296	95.4669464267045
25	WGN07	100.000000000001	4.06045838331	1122	92.0330535732967	107.966946426705
26	WGN07	87.5000000000009	4.06045838330998	1122	79.5330535732967	95.466946426705
27	WGN07	120	4.06045838330993	1122	112.033053573296	127.966946426704
28	WGN07	115.000000000001	4.06045838330997	1122	107.033053573297	122.966946426705
29	WGN07	100	4.06045838331008	1122	92.033053573296	107.966946426705
30	WGN07	112.5	4.06045838330996	1122	104.533053573296	120.466946426704
31	WGN07	100.000000000001	4.06045838331001	1122	92.0330535732971	107.966946426706
32	WGN07	95.0000000000015	4.06045838330985	1122	87.0330535732977	102.966946426705
33	WGN07	110.000000000001	4.06045838331002	1122	102.033053573297	117.966946426705
34	WGN07	112.500000000001	4.06045838331005	1122	104.533053573297	120.466946426706
35	WGN07	110.000000000001	4.06045838331003	1122	102.033053573297	117.966946426706
36	WGN07	87.5000000000011	4.06045838330995	1122	79.533053573297	95.4669464267052
37	WGN07	92.5000000000007	4.06045838331007	1122	84.5330535732963	100.466946426705
38	WGN07	102.500000000001	4.06045838330996	1122	94.5330535732968	110.466946426705
39	WGN07	105.000000000001	4.06045838330997	1122	97.0330535732968	112.966946426705
40	WGN07	92.5000000000007	4.06045838331001	1122	84.5330535732965	100.466946426705
41	WGN07	107.5	4.06045838330988	1122	99.5330535732965	115.466946426704
42	WGN07	122.5	4.06045838330995	1122	114.533053573296	130.466946426705
44	WGN07	90.0000000000009	4.06045838330995	1122	82.0330535732968	97.966946426705
46	WGN07	92.5000000000007	4.06045838331	1122	84.5330535732965	100.466946426705
47	WGN07	92.5000000000011	4.06045838331006	1122	84.5330535732968	100.466946426705
48	WGN07	90.0000000000016	4.06045838331016	1122	82.0330535732971	97.9669464267061
49	WGN07	122.500000000001	4.06045838331004	1122	114.533053573297	130.466946426705
50	WGN07	112.5	4.06045838330992	1122	104.533053573296	120.466946426704
51	WGN07	110.000000000001	4.06045838331001	1122	102.033053573297	117.966946426705
52	WGN07	102.500000000001	4.06045838330995	1122	94.5330535732971	110.466946426705
53	WGN07	112.500000000003	4.06045838331011	1122	104.533053573298	120.466946426707
54	WGN07	89.421193232414	5.74363352445195	1122	78.151721595414	100.690664869414
55	WGN07	105.000000000001	4.06045838330998	1122	97.0330535732965	112.966946426705
56	WGN07	95.0000000000005	4.06045838331004	1122	87.0330535732962	102.966946426705
57	WGN07	107.499999999999	4.06045838331003	1122	99.533053573295	115.466946426703
58	WGN07	107.499999999999	4.06045838330992	1122	99.5330535732954	115.466946426704
59	WGN07	117.5	4.06045838330995	1122	109.533053573296	125.466946426704
60	WGN07	100.000000000001	4.06045838331001	1122	92.0330535732965	107.966946426705
61	WGN07	110.000000000001	4.06045838330993	1122	102.033053573296	117.966946426705
63	WGN07	102.500000000001	4.06045838330993	1122	94.533053573297	110.466946426705
64	WGN07	82.500000000001	4.06045838330994	1122	74.5330535732969	90.4669464267051
66	WGN07	112.500000000001	4.06045838330999	1122	104.533053573297	120.466946426705
67	WGN07	105.000000000001	4.06045838331011	1122	97.0330535732968	112.966946426706
68	WGN07	95.0000000000012	4.06045838330998	1122	87.033053573297	102.966946426705
69	WGN07	117.500000000001	4.06045838330997	1122	109.533053573297	125.466946426705
71	WGN07	97.5000000000003	4.06045838330997	1122	89.5330535732962	105.466946426704
73	WGN07	97.5000000000001	4.06045838331002	1122	89.5330535732958	105.466946426704
74	WGN07	112.500000000001	4.06045838330996	1122	104.533053573296	120.466946426705
75	WGN07	92.5000000000007	4.06045838330998	1122	84.5330535732966	100.466946426705
76	WGN07	87.5000000000007	4.06045838330998	1122	79.5330535732965	95.4669464267048
77	WGN07	112.500000000001	4.06045838331	1122	104.533053573296	120.466946426705
