famID	emmean	SE	df	lower.CL	upper.CL	.group
WGN07	96.7571147196875	0.587981243900284	1130	95.6034569759181	97.9107724634569	 A       
WGN38	100.513892238029	0.652144642413363	1130	99.2343417003502	101.793442775709	  B      
WGN36	107.658408030732	0.630743738764787	1130	106.420847468879	108.895968592584	   C     
WGN46	110.668700984092	0.594837716971658	1130	109.501590390702	111.835811577481	    D    
WGN26	111.282518528101	0.603850681566604	1130	110.09772390736	112.467313148842	    DE   
WGN45	113.884375921014	0.614339043686231	1130	112.679002446263	115.089749395765	     E   
WGN55	117.238098746718	0.578478016394014	1130	116.10308695827	118.373110535167	      F  
WGN39	119.565474436164	0.578454411951109	1130	118.43050896118	120.700439911148	      FG 
WGN15	121.009000884176	0.574035673687096	1130	119.882705263322	122.135296505029	       GH
WGN63	123.270327000352	0.594837716971669	1130	122.103216406962	124.437437593742	        H
