famID	emmean	SE	df	lower.CL	upper.CL	.group
WGN38	0.434389813570698	0.00504505293072565	1095	0.424490749746529	0.444288877394867	 A     
WGN63	0.452586950382667	0.00455567292548017	1095	0.443648115117587	0.461525785647748	 AB    
WGN07	0.465197539486632	0.00445080848691479	1095	0.456464462175828	0.473930616797435	  BC   
WGN45	0.465826782662908	0.00503463426278686	1095	0.455948161648815	0.475705403677001	  BC   
WGN36	0.46677391547101	0.00464448490702806	1095	0.457660819304059	0.475887011637961	  BC   
WGN26	0.482353774088976	0.00485902030185241	1095	0.472819730987459	0.491887817190492	   CD  
WGN15	0.48867051246599	0.00450203579646882	1095	0.479836920370945	0.497504104561034	    DE 
WGN46	0.492150582006965	0.00455554697291174	1095	0.483211993877551	0.50108917013638	    DE 
WGN55	0.504057419746575	0.00446401716620737	1095	0.495298425252911	0.51281641424024	     EF
WGN39	0.522923242842963	0.00448069045624161	1095	0.514131533140068	0.531714952545859	      F
