famID	emmean	SE	df	lower.CL	upper.CL	.group
WGN07	8.42972164918224	0.0445935078791887	1108	8.34222440074657	8.51721889761792	 A     
WGN55	9.15020446705882	0.0443870741877724	1108	9.0631122636811	9.23729667043654	  B    
WGN46	9.16184339146819	0.0452958060641307	1108	9.07296815861984	9.25071862431653	  B    
WGN45	9.17587476204785	0.0503829189592074	1108	9.07701806772743	9.27473145636828	  B    
WGN38	9.33793025698838	0.0503095280239274	1108	9.23921756355963	9.43664295041714	  BC   
WGN36	9.43301768446251	0.0461475512908358	1108	9.34247123606622	9.52356413285879	   C   
WGN15	9.49747642819727	0.044935970804086	1108	9.40930723074827	9.58564562564626	   C   
WGN26	9.75443398509823	0.0484949118195344	1108	9.6592817634153	9.84958620678115	    D  
WGN39	9.99583145118576	0.0443870741877705	1108	9.90873924780804	10.0829236545635	     E 
WGN63	10.7389676886084	0.0454701552204007	1108	10.6497503640035	10.8281850132132	      F
