famID	emmean	SE	df	lower.CL	upper.CL	.group
WGN15	3.00270502841528	0.0163544486662156	1114	2.97061603389671	3.03479402293385	 A  
WGN39	3.14608790664029	0.0166066267554378	1114	3.11350411456004	3.17867169872054	  B 
WGN63	3.15399229527834	0.017140341498529	1114	3.12036130375926	3.18762328679741	  B 
WGN07	3.15972341886741	0.0168892491639838	1114	3.12658509455536	3.19286174317946	  B 
WGN55	3.17626334021942	0.0166073037157717	1114	3.14367821987817	3.20884846056068	  B 
WGN36	3.19167573839424	0.0181067336125594	1114	3.15614859299784	3.22720288379063	  B 
WGN26	3.20020658181042	0.0173308538940741	1114	3.16620178672626	3.23421137689457	  B 
WGN45	3.20327498034122	0.017665507672085	1114	3.16861356249543	3.23793639818701	  B 
WGN38	3.22497489088531	0.0186712232155362	1114	3.18834016282774	3.26160961894287	  B 
WGN46	3.35423108754732	0.0169471075534788	1114	3.3209792395341	3.38748293556055	   C
