plantID3	famID	response	SE	df	lower.CL	upper.CL
1	WGN07	140.463958726208	26.9196213018834	1123	92.6108479115234	198.247677186061
2	WGN07	223.927106217556	33.9891127492392	1123	162.203097058738	295.581723021548
3	WGN07	117.598598932037	24.6313132723885	1123	74.2353284819091	170.892477027343
4	WGN07	55.2350876627979	16.8808386108819	1123	27.0788581927918	93.3219247779818
5	WGN07	215.619036934959	33.3526268798679	1123	155.14386312127	286.024818393826
6	WGN07	190.994241012666	31.3903841226256	1123	134.369141849312	257.549947821199
7	WGN07	102.596442562693	23.0066107742167	1123	62.4209662218621	152.702526548702
8	WGN07	151.025505778609	27.9133295801317	1123	101.222661151539	210.758958050856
9	WGN07	211.427700344836	33.0268715273105	1123	151.591684158542	281.194324176308
10	WGN07	44.641589825486	15.1759651444047	1123	19.8304562112738	79.3833310848761
11	WGN07	175.368319650796	30.0789079303922	1123	121.316439944412	239.350807002358
12	WGN07	149.496212024588	27.7716439240718	1123	99.9713658004677	208.951665893886
13	WGN07	67.9668956485594	18.7255771046668	1123	36.1911441366427	109.673254805654
14	WGN07	261.927082918166	36.7601010995839	1123	194.766176635046	339.018596846463
15	WGN07	121.052607302387	24.9904207407691	1123	76.9847397499615	175.051082499991
16	WGN07	140.606034221184	26.9332320954397	1123	92.7262179588475	198.416458128698
17	WGN07	96.2258001544895	22.2808758930984	1123	57.4742727406425	144.907935213514
18	WGN07	144.374018317881	27.2917268596525	1123	95.7908071270235	202.887837153918
20	WGN07	42.854156504063	14.8690413664081	1123	18.6452314865643	76.9936891667397
21	WGN07	170.947352211762	29.6973490311723	1123	117.644121081135	234.181190987568
22	WGN07	192.125577937465	31.4832158907014	1123	135.318335542498	258.863427977611
23	WGN07	209.062481231233	32.8416179240266	1123	149.589947187631	278.465622920012
24	WGN07	102.754901725231	23.0243706576002	1123	62.5445790961126	152.895831999526
25	WGN07	77.2905183549053	19.9686913368858	1123	43.0756789292874	121.435965425701
26	WGN07	116.740879114252	24.5413231300002	1123	73.5541764026007	169.85818947108
27	WGN07	173.676121279166	29.9334344992769	1123	119.909671888357	237.373178315152
28	WGN07	84.2560971076273	20.8490928288336	1123	48.3138406976659	130.128961162767
29	WGN07	196.331598681918	31.8259660745787	1123	138.8518534636	263.741951545414
30	WGN07	206.517071749055	32.6410764953315	1123	147.438015764227	275.526735379062
31	WGN07	143.738717492459	27.2316136452259	1123	95.2734531571361	202.134589472959
32	WGN07	93.7741872578136	21.9952118054557	1123	55.5831552558034	141.895826905002
33	WGN07	161.380345856437	28.8543845170955	1123	109.731077414574	222.960221943477
34	WGN07	208.653732530335	32.8094970564369	1123	149.244222155746	277.993850550102
35	WGN07	213.218305142895	33.1664307955901	1123	153.108462693749	283.258755237218
36	WGN07	90.3369936192119	21.5883430531368	1123	52.9442701157476	137.660324767854
37	WGN07	106.783008588995	23.4713230232353	1123	65.6957302588107	157.800894564356
38	WGN07	192.054488412603	31.477390706057	1123	135.258675488148	258.780908982236
39	WGN07	189.870889171016	31.2979351341736	1123	133.427182195541	256.245203791668
40	WGN07	167.408383625778	29.3883427045384	1123	114.711447216114	230.03592768062
41	WGN07	186.463702594077	31.0158470167493	1123	130.573474695566	252.284538137766
