famID	emmean	SE	df	lower.CL	upper.CL	.group
WGN26	25.2292255539044	0.131739292956067	1115	24.970740696838	25.4877104109708	 A   
WGN15	25.8295543608124	0.124317216886557	1115	25.5856323135874	26.0734764080373	  B  
WGN39	26.1900376438906	0.126234130155728	1115	25.9423544329212	26.43772085486	  B  
WGN36	27.1156570572242	0.137637087103161	1115	26.8456001745084	27.38571393994	   C 
WGN63	27.2039258967859	0.130291124107176	1115	26.9482824829178	27.459569310654	   C 
WGN45	27.6737326104126	0.134283138483261	1115	27.4102564896713	27.9372087311539	   C 
WGN38	27.7180089424713	0.141233113808312	1115	27.4408963178578	27.9951215670848	   C 
WGN46	28.7457066954181	0.128822271492883	1115	28.4929453082372	28.998468082599	    D
WGN55	28.7667501090442	0.126239271412336	1115	28.5190568104468	29.0144434076416	    D
WGN07	28.7969010125939	0.12838246489099	1115	28.5450025672436	29.0487994579442	    D
