famID	emmean	SE	df	lower.CL	upper.CL	.group
WGN39	7.86596396240645	0.0580413648947051	1116	7.75208146794615	7.97984645686675	 A    
WGN63	7.96386347477475	0.0596817928561451	1116	7.84676230982711	8.08096463972238	 A    
WGN55	8.08156413863962	0.0580437266839739	1116	7.96767701013162	8.19545126714762	 AB   
WGN15	8.25088749623914	0.0571599852102931	1116	8.13873434975695	8.36304064272133	  BC  
WGN26	8.31120427587576	0.0605725913221068	1116	8.19235528243461	8.4300532693169	  BC  
WGN45	8.37500442562126	0.0617422285895722	1116	8.25386049632059	8.49614835492193	   C  
WGN36	8.88002423364395	0.0632843452561007	1116	8.75585452965566	9.00419393763223	    D 
WGN07	8.93897710967864	0.059029150664692	1116	8.82315648871697	9.05479773064032	    D 
WGN46	8.97741361018531	0.0592313699659918	1116	8.86119621636169	9.09363100400892	    D 
WGN38	9.26009573486048	0.0649377667766357	1116	9.13268186582723	9.38750960389372	     E
