famID	emmean	SE	df	lower.CL	upper.CL	.group
WGN15	4.55246240609226	0.0616033166399133	961	4.4315698651717	4.67335494701282	 A    
WGN63	4.56952056956856	0.0621831135869963	961	4.44749021448516	4.69155092465196	 A    
WGN45	4.61576635307546	0.0644449251114608	961	4.48929733856283	4.74223536758809	 AB   
WGN55	4.67620092619403	0.0603675688514669	961	4.55773346071146	4.79466839167659	 AB   
WGN26	4.74467752747109	0.0637490513590809	961	4.61957412037497	4.86978093456721	 ABC  
WGN39	4.80810028391739	0.0604597070250286	961	4.68945200320401	4.92674856463078	 ABCD 
WGN07	4.85480499417499	0.0614721234618796	961	4.73416991141592	4.97544007693405	  BCD 
WGN36	4.95613908220993	0.0635728278774222	961	4.83138150234568	5.08089666207418	   CDE
WGN38	5.07971257972244	0.0673917082074038	961	4.94746069319185	5.21196446625303	    DE
WGN46	5.23391613558812	0.0605919793846846	961	5.11500827888882	5.35282399228742	     E
