plantID3	famID	emmean	SE	df	lower.CL	upper.CL
1	WGN07	8.00000000000152	0.636524765144182	1116	6.75107988635702	9.24892011364602
2	WGN07	9.99999999849897	0.636524765144686	1116	8.75107988485348	11.2489201121445
3	WGN07	10.333333335	0.636524765144675	1116	9.0844132213545	11.5822534486454
4	WGN07	7.33333333350009	0.636524765144634	1116	6.0844132198547	8.58225344714548
5	WGN07	10.4999999999998	0.636524765144602	1116	9.25107988635446	11.7489201136451
6	WGN07	6.00000000000003	0.636524765144596	1116	4.75107988635472	7.24892011364534
7	WGN07	9.16666666699999	0.636524765144631	1116	7.91774655335461	10.4155867806454
8	WGN07	8.16666666650005	0.636524765144607	1116	6.91774655285471	9.41558678014538
9	WGN07	8.00000000000002	0.636524765144611	1116	6.75107988635468	9.24892011364536
10	WGN07	7.8333333335	0.636524765144598	1116	6.58441321985468	9.08225344714531
11	WGN07	9.33333333349997	0.636524765144614	1116	8.08441321985462	10.5822534471453
12	WGN07	8.00000000000003	0.636524765144626	1116	6.75107988635466	9.2489201136454
13	WGN07	10.3333333335	0.636524765144607	1116	9.08441321985463	11.5822534471453
14	WGN07	7.99999999999999	0.636524765144609	1116	6.75107988635465	9.24892011364533
15	WGN07	9.99999999850004	0.636524765144615	1116	8.75107988485469	11.2489201121454
16	WGN07	8.00000000000004	0.636524765144603	1116	6.75107988635471	9.24892011364536
17	WGN07	8.16666666650001	0.636524765144631	1116	6.91774655285463	9.41558678014539
18	WGN07	9.3333333335	0.636524765144628	1116	8.08441321985463	10.5822534471454
20	WGN07	7.16666666650002	0.636524765144596	1116	5.91774655285471	8.41558678014534
21	WGN07	10.3333333335001	0.636524765144618	1116	9.0844132198547	11.5822534471454
22	WGN07	7.99999999999994	0.636524765144621	1116	6.75107988635458	9.2489201136453
23	WGN07	7.36093703339706	0.900383406245102	1116	5.59430200577714	9.12757206101698
24	WGN07	10.3333333314999	0.636524765144588	1116	9.08441321785462	11.5822534451452
25	WGN07	7.99999999999998	0.636524765144598	1116	6.75107988635466	9.24892011364529
26	WGN07	9.8333333335	0.636524765144612	1116	8.58441321985466	11.0822534471453
27	WGN07	9.33333333350007	0.636524765144629	1116	8.0844132198547	10.5822534471454
28	WGN07	8.66666666649991	0.636524765144607	1116	7.41774655285458	9.91558678014525
29	WGN07	9.66666666850002	0.636524765144608	1116	8.41774655485468	10.9155867821454
30	WGN07	8.16666666649997	0.636524765144606	1116	6.91774655285464	9.41558678014531
31	WGN07	9.16666666649998	0.636524765144611	1116	7.91774655285464	10.4155867801453
32	WGN07	9.66666666649997	0.6365247651446	1116	8.41774655285465	10.9155867801453
33	WGN07	7.66666666650003	0.636524765144613	1116	6.41774655285469	8.91558678014538
34	WGN07	9.5	0.636524765144616	1116	8.25107988635465	10.7489201136454
35	WGN07	9	0.636524765144593	1116	7.75107988635469	10.2489201136453
36	WGN07	8.66666666700002	0.636524765144603	1116	7.41774655335469	9.91558678064534
37	WGN07	8.50000000000014	0.636524765144624	1116	7.25107988635477	9.74892011364551
38	WGN07	8.16666666649993	0.636524765144592	1116	6.91774655285462	9.41558678014523
39	WGN07	6.50000000000002	0.636524765144592	1116	5.25107988635472	7.74892011364533
40	WGN07	7.49999999999999	0.636524765144606	1116	6.25107988635466	8.74892011364532
41	WGN07	9.50000000000009	0.636524765144633	1116	8.2510798863547	10.7489201136455
42	WGN07	8.66666666649999	0.636524765144622	1116	7.41774655285463	9.91558678014536
44	WGN07	8.83333333350007	0.636524765144616	1116	7.58441321985472	10.0822534471454
46	WGN07	9.33333333300003	0.63652476514461	1116	8.08441321935469	10.5822534466454
47	WGN07	9.5	0.636524765144621	1116	8.25107988635464	10.7489201136454
48	WGN07	9.99999999999999	0.636524765144602	1116	8.75107988635467	11.2489201136453
49	WGN07	8.333333333	0.636524765144607	1116	7.08441321935467	9.58225344664533
50	WGN07	10.166666665	0.636524765144616	1116	8.91774655135469	11.4155867786454
51	WGN07	8.66666666650001	0.636524765144614	1116	7.41774655285466	9.91558678014536
