famID	emmean	SE	df	lower.CL	upper.CL	.group
WGN15	22.7455624999996	0.271992132069027	1119	22.2118904822833	23.2792345177159	 A    
WGN45	23.1727599557522	0.304306062384391	1119	22.5756852202419	23.7698346912624	 AB   
WGN26	23.3834690126048	0.290051994250873	1119	22.8143619879382	23.9525760372713	 AB   
WGN55	24.1065724206349	0.26981400784931	1119	23.577174070463	24.6359707708068	  BC  
WGN07	24.4162601626014	0.271023713498343	1119	23.8844882656301	24.9480320595728	  BC  
WGN39	25.2276909722221	0.270846968620956	1119	24.6962658639413	25.7591160805028	   CD 
WGN63	25.2457571138209	0.275329757318135	1119	24.7055363875536	25.7859778400882	   CD 
WGN36	25.8897090517242	0.281589125866687	1119	25.3372069046029	26.4422111988456	    DE
WGN38	25.9672812500001	0.306985346323306	1119	25.36494952836	26.5696129716403	    DE
WGN46	26.6952108739832	0.276391989898318	1119	26.1529059557945	27.2375157921719	     E
